first_name,last_name,class,hard_skills,soft_skills,teamwork,creativity,total_score
Fares,Zayani,3IA,4.96,1.25,1.24,0.43,1.97
Rami,Sassi,5INFINI5,1.47,0.81,2.52,5.0,2.45
Hatem,Bouazizi,4INFINI5,3.34,4.12,3.54,4.99,3.99
Rania,Hamdi,5IOSYS1,2.48,5.0,5.0,3.23,3.93
Sarra,Guettari,5BI2,3.07,4.19,4.53,4.39,4.04
Fethi,Khlifi,1A20,3.8,1.09,1.48,0.85,1.8
Manel,Abidi,4ARCTIC5,4.54,0.15,1.57,0.7,1.74
Karim,Ghanouchi,3A22,1.46,3.57,3.07,4.99,3.27
Karim,Toumi,4BI2,4.62,1.25,2.08,0.71,2.17
Rami,Cherif,4DS5,3.14,4.27,5.0,5.0,4.35
Ines,Belkhir,5IOSYS1,2.15,5.0,4.33,2.81,3.57
Ines,Mabrouk,4ARCTIC5,5.0,2.93,2.63,4.14,3.67
Eya,Driss,4IOSYS1,5.0,1.59,2.31,0.98,2.47
Sofiene,Ayari,5SAE2,4.93,0.64,2.7,1.73,2.5
Yasmine,Lahmar,3B10,3.36,3.6,3.03,3.97,3.49
Karim,Makni,5SLEAM2,4.7,0.65,2.43,0.28,2.01
Walid,Nasri,4ARCTIC5,5.0,2.38,3.98,3.89,3.81
Bechir,Baccouche,5INFINI5,5.0,2.54,2.34,0.72,2.65
Chaima,Mejri,5DS5,2.43,2.94,3.66,4.09,3.28
Nizar,Mabrouk,2P1,5.0,1.67,0.92,1.18,2.19
Adel,Zouari,4SIM3,2.51,3.78,5.0,2.65,3.48
Ismail,Guettari,5IOSYS1,5.0,1.36,2.93,1.13,2.6
Amel,Khemiri,5SAE2,5.0,2.1,3.15,2.27,3.13
Chaima,Haddad,2P1,5.0,2.22,3.74,3.56,3.63
Samira,Ammar,4NIDS3,4.12,3.53,3.41,4.84,3.97
Adel,Ben Salah,4SAE2,5.0,2.72,3.1,3.68,3.62
Amina,Ayari,4INFINI5,1.85,2.29,1.81,4.13,2.52
Wided,Slimani,2A40,4.89,1.59,2.08,0.0,2.14
Wafa,Mejri,5SAE2,3.63,2.27,2.11,3.98,3.0
Oussama,Haddad,4TWIN2,2.64,2.91,1.89,4.38,2.95
Rami,Makni,4SE2,4.65,3.01,4.17,3.89,3.93
Aymen,Ben Amor,5NIDS3,2.78,5.0,5.0,2.4,3.79
Mourad,Abidi,4ARCTIC5,1.62,4.98,3.75,3.38,3.43
Sami,Makni,5NIDS3,1.97,1.42,1.62,5.0,2.5
Rami,Rekik,4SE2,4.37,1.32,2.93,0.98,2.4
Sarra,Belkhir,1A20,5.0,2.61,3.47,3.99,3.77
Meriem,Ben Ali,5ARCTIC5,2.35,5.0,5.0,2.06,3.6
Lobna,Turki,4TWIN2,5.0,1.03,2.33,1.66,2.5
Ahmed,Chaabane,4TWIN2,2.86,4.4,4.09,5.0,4.09
Chaima,Jaziri,4SAE2,5.0,2.57,2.94,4.74,3.81
Sabrine,Miled,5DS5,3.97,4.35,4.8,4.0,4.28
Sabrine,Toumi,5IOSYS1,4.92,3.71,3.45,3.64,3.93
Oumaima,Ben Ali,4GAMIX1,3.64,5.0,4.61,2.35,3.9
Olfa,Haddad,4BI2,2.46,5.0,5.0,2.61,3.76
Marwen,Cherif,3A22,2.56,4.28,4.57,3.03,3.61
Sonia,Chebbi,5SLEAM2,4.97,0.59,1.41,2.51,2.37
Mohamed,Haddad,1A20,5.0,2.31,1.15,0.0,2.11
Anis,Zayani,5SLEAM2,2.97,5.0,4.62,3.79,4.09
Ahmed,Ghanouchi,4DS5,2.6,4.07,4.54,4.19,3.85
Ali,Khlifi,3A22,5.0,3.42,4.53,2.96,3.98
Leila,Bouazizi,4INFINI5,3.03,4.08,4.03,4.85,4.0
Ines,Ghanouchi,3IA,2.35,3.54,4.2,4.3,3.6
Hend,Zayani,5DS5,3.21,3.86,2.8,4.66,3.63
Amine,Guettari,1A20,3.5,3.1,4.63,4.95,4.05
Sami,Lahmar,4BI2,2.44,5.0,3.29,3.22,3.49
Mehdi,Jaziri,4SLEAM2,3.89,3.14,3.55,5.0,3.89
Emna,Jebali,5SIM3,3.06,4.82,4.06,3.93,3.97
Adel,Baccouche,4IOSYS1,2.48,3.48,4.5,5.0,3.86
Bechir,Chebbi,5IOSYS1,3.4,4.97,3.38,4.11,3.97
Amel,Bouazizi,3IA,3.27,5.0,4.5,5.0,4.44
Yasmine,Zayani,4SE2,2.51,3.88,2.37,4.95,3.43
Emna,Bouazizi,5SIM3,5.0,1.76,2.35,1.73,2.71
Salma,Zouari,4INFINI5,3.49,4.81,3.96,4.07,4.08
Khalil,Jaziri,5TWIN2,0.74,2.53,0.72,4.79,2.19
Amine,Jaziri,4SAE2,5.0,1.42,1.62,0.04,2.02
Nadia,Baccouche,4SE2,1.74,5.0,4.95,3.05,3.69
Hela,Sassi,3IA,2.61,4.2,5.0,4.19,4.0
Yasmine,Maaloul,4SAE2,1.73,2.3,2.15,3.76,2.49
Lotfi,Bouazizi,4GAMIX1,5.0,4.67,3.59,4.05,4.33
Ismail,Jaziri,5INFINI5,3.19,4.03,3.54,5.0,3.94
Eya,Toumi,4GAMIX1,5.0,2.65,4.51,5.0,4.29
Tarek,Ayari,5SAE2,3.55,4.53,3.72,4.96,4.19
Ismail,Bouazizi,2A40,4.94,2.53,3.29,4.39,3.79
Hela,Fourati,5TWIN2,3.96,2.91,0.78,4.16,2.95
Hamza,Lahmar,3B10,1.23,3.5,2.39,5.0,3.03
Marwen,Ferjani,5SE2,4.14,1.82,2.56,0.61,2.28
Hela,Abidi,5SE2,1.97,1.44,1.17,5.0,2.39
Lotfi,Driss,4SE2,4.37,0.36,1.79,0.83,1.84
Yasmine,Mabrouk,4SLEAM2,4.05,4.69,2.79,5.0,4.13
Yasmine,Baccouche,5SIM3,4.17,3.07,1.87,5.0,3.53
Lotfi,Gharbi,3A22,5.0,0.69,2.37,0.61,2.17
Haythem,Mansour,4IOSYS1,5.0,2.2,4.56,3.23,3.75
Wided,Turki,4GAMIX1,4.27,2.87,3.39,4.88,3.85
Ismail,Baccouche,4GAMIX1,1.86,5.0,4.52,2.31,3.42
Rania,Jebali,4IOSYS1,1.44,2.99,2.8,5.0,3.06
Rami,Karoui,3IA,1.6,4.73,5.0,2.41,3.44
Youssef,Ben Amor,4BI2,2.64,4.86,4.5,3.52,3.88
Rania,Ben Salah,5IOSYS1,3.97,5.0,4.71,4.8,4.62
Nabil,Rekik,4SIM3,3.2,4.48,4.19,4.79,4.16
Siwar,Jaziri,4SAE2,3.11,5.0,3.75,4.81,4.17
Mehdi,Guettari,4SE2,2.68,4.98,5.0,2.36,3.75
Asma,Mansour,5SE2,4.72,2.76,3.73,4.02,3.81
Youssef,Gharbi,3B10,1.41,1.9,2.85,5.0,2.79
Walid,Abidi,5ARCTIC5,2.76,4.18,5.0,3.37,3.83
Chaima,Bouazizi,4SE2,3.44,3.61,3.32,4.12,3.62
Fatma,Haddad,4BI2,3.75,4.45,3.36,3.57,3.78
Amina,Khemiri,4SAE2,5.0,0.62,2.23,0.28,2.03
Iheb,Slimani,5BI2,1.38,2.24,1.7,4.14,2.36
Chaima,Turki,4SIM3,4.97,1.19,1.35,1.87,2.34
Fethi,Rekik,4DS5,4.52,2.39,4.08,4.43,3.85
Hedi,Chouchene,4BI2,4.16,1.45,2.69,0.82,2.28
Skander,Maaloul,4TWIN2,2.71,5.0,4.26,3.33,3.82
Ahmed,Driss,3IA,4.02,2.22,3.78,4.3,3.58
Fatma,Chouchene,4GAMIX1,4.37,1.84,2.7,1.59,2.63
Tarek,Turki,5INFINI5,2.43,2.93,4.15,4.71,3.55
Olfa,Jlassi,4IOSYS1,4.83,2.1,3.56,4.93,3.85
Oumaima,Jebali,4GAMIX1,2.76,3.52,4.35,5.0,3.91
Meriem,Ben Amor,2P1,3.17,4.21,4.9,3.75,4.01
Hela,Zouari,5NIDS3,3.69,3.0,2.85,4.01,3.39
Oussama,Chebbi,4TWIN2,2.52,4.25,3.25,4.76,3.7
Nizar,Ghanouchi,5GAMIX1,2.21,5.0,4.22,4.01,3.86
Marwen,Khlifi,4TWIN2,5.0,1.73,1.5,0.45,2.17
Lina,Hamdi,4TWIN2,1.31,1.73,3.62,4.85,2.88
Bilel,Nasri,4DS5,4.91,2.21,3.26,4.19,3.64
Lina,Ben Ali,5IOSYS1,3.68,1.35,0.76,2.15,1.98
Hichem,Mansour,5GAMIX1,4.31,2.35,3.77,4.76,3.8
Hatem,Jaziri,5SLEAM2,5.0,2.65,3.86,4.51,4.01
Asma,Khemiri,4IOSYS1,4.38,4.74,2.84,4.27,4.06
Mariem,Mansour,1A20,1.65,5.0,4.93,2.53,3.53
Rami,Jebali,5SAE2,3.29,3.91,3.47,4.25,3.73
Karim,Saidi,5SE2,1.91,3.77,4.92,3.93,3.63
Karim,Ferjani,4ARCTIC5,3.31,1.73,1.06,1.36,1.86
Aymen,Guettari,5SE2,4.26,1.88,2.1,0.45,2.17
Fethi,Mejri,4GAMIX1,4.1,3.47,3.57,4.4,3.88
Meriem,Zouari,4GAMIX1,2.96,4.77,5.0,3.54,4.07
Ghassen,Turki,4GAMIX1,4.06,2.73,3.82,4.81,3.86
Manel,Chaabane,5SLEAM2,4.66,1.61,1.74,1.38,2.35
Sonia,Jebali,4GAMIX1,3.36,5.0,4.27,4.49,4.28
Farah,Ben Amor,5SIM3,2.88,2.83,3.59,5.0,3.58
Marwen,Saidi,2A40,5.0,1.25,1.58,1.94,2.44
Oumaima,Rekik,5SIM3,3.57,3.7,4.82,4.61,4.18
Hamza,Bouazizi,4SE2,3.01,3.87,1.41,4.64,3.23
Walid,Ghanouchi,4SIM3,1.42,2.02,2.78,3.56,2.45
Hamza,Toumi,3A22,5.0,2.06,1.23,0.76,2.26
Oussama,Gharbi,5INFINI5,2.78,2.36,0.73,3.98,2.46
Hedi,Kanzari,3IA,5.0,2.61,3.24,3.67,3.63
Walid,Guettari,4ARCTIC5,2.77,5.0,4.61,3.8,4.05
Lobna,Abidi,4NIDS3,1.99,5.0,4.63,3.79,3.85
Mohamed,Maaloul,3IA,1.9,4.12,2.94,4.7,3.41
Lobna,Mabrouk,4DS5,2.84,5.0,5.0,2.01,3.71
Zaineb,Jebali,5SLEAM2,0.59,5.0,5.0,3.14,3.43
Siwar,Ben Salah,4GAMIX1,4.79,3.33,3.41,4.76,4.07
Hela,Rekik,5TWIN2,4.84,0.59,2.37,1.15,2.24
Oumaima,Kanzari,4SIM3,4.26,1.59,1.48,2.49,2.45
Cyrine,Guettari,4ARCTIC5,2.82,4.58,3.85,1.75,3.25
Amine,Bouazizi,5SE2,4.06,2.44,3.13,5.0,3.66
Sami,Zayani,1A20,2.82,5.0,4.67,2.91,3.85
Sarra,Haddad,2A40,4.12,1.39,1.59,1.34,2.11
Siwar,Rekik,5GAMIX1,5.0,2.8,2.24,0.54,2.65
Mourad,Hamdi,5BI2,3.61,1.02,1.11,0.99,1.68
Haythem,Abidi,4INFINI5,2.79,4.89,5.0,3.01,3.92
Samira,Guettari,3IA,2.72,3.91,5.0,4.04,3.92
Amina,Ghanouchi,4NIDS3,3.4,4.89,4.39,4.92,4.4
Olfa,Baccouche,5ARCTIC5,4.11,2.18,3.14,3.66,3.27
Olfa,Karoui,5ARCTIC5,2.06,5.0,4.63,4.13,3.96
Oussama,Jebali,1A20,3.5,0.8,1.53,1.77,1.9
Ali,Ferjani,4SLEAM2,2.35,4.17,4.44,4.53,3.87
Farah,Turki,4SIM3,1.81,2.77,2.29,5.0,2.97
Lina,Trabelsi,5BI2,5.0,3.28,1.88,3.46,3.41
Wided,Khlifi,4GAMIX1,4.96,2.1,2.21,1.06,2.58
Foued,Guettari,4INFINI5,4.22,2.14,5.0,2.87,3.56
Sofiene,Nasri,5INFINI5,2.83,2.35,3.47,5.0,3.41
Manel,Kanzari,1A20,2.02,4.47,5.0,2.43,3.48
Anis,Ayari,5SLEAM2,4.47,1.74,2.22,0.31,2.19
Emna,Trabelsi,4SLEAM2,3.77,3.91,5.0,4.54,4.31
Aymen,Jebali,5IOSYS1,1.66,1.87,1.87,5.0,2.6
Youssef,Chebbi,5SE2,5.0,3.35,3.67,4.29,4.08
Fethi,Zouari,5SIM3,1.77,4.15,3.62,4.2,3.43
Tarek,Hamdi,5SE2,4.35,1.64,4.4,4.07,3.62
Zied,Ferjani,4GAMIX1,5.0,3.34,3.82,4.1,4.07
Manel,Ferjani,3IA,3.62,3.32,4.21,4.28,3.86
Ghada,Saidi,4GAMIX1,3.62,1.12,1.92,1.74,2.1
Ines,Baccouche,1A20,2.73,5.0,4.64,3.05,3.86
Oussama,Lahmar,4IOSYS1,5.0,1.14,1.35,0.0,1.87
Marwen,Chaabane,2A40,5.0,1.81,2.33,2.25,2.85
Yasmine,Karoui,4SE2,3.14,4.83,4.55,4.72,4.31
Salma,Jebali,5SIM3,5.0,3.39,4.67,4.47,4.38
Khadija,Zayani,5TWIN2,5.0,3.08,3.3,3.26,3.66
Ghada,Sassi,5SE2,4.95,0.5,1.55,1.37,2.09
Nabil,Fourati,5TWIN2,3.21,4.82,5.0,2.73,3.94
Ali,Ben Ali,4DS5,3.95,2.21,2.92,0.24,2.33
Zied,Ben Amor,3B10,2.33,4.57,3.59,4.49,3.74
Lobna,Lahmar,5ARCTIC5,4.62,1.34,1.23,1.66,2.21
Wided,Zouari,4BI2,2.79,5.0,3.99,2.88,3.66
Tarek,Ben Ali,5SIM3,4.58,3.24,3.9,4.93,4.16
Nadia,Khlifi,4GAMIX1,5.0,4.24,3.91,4.61,4.44
Zaineb,Baccouche,5SE2,2.16,5.0,5.0,3.44,3.9
Rym,Jebali,4NIDS3,2.21,2.59,3.46,5.0,3.31
Eya,Chebbi,5BI2,4.63,2.63,3.23,3.7,3.55
Sami,Abidi,5NIDS3,5.0,1.59,1.55,0.0,2.03
Bilel,Mansour,4IOSYS1,5.0,0.83,2.18,0.4,2.1
Rim,Nasri,4SIM3,1.3,3.33,2.73,4.38,2.93
Mourad,Ben Salah,5ARCTIC5,5.0,1.44,2.08,1.51,2.51
Iheb,Fourati,5SIM3,1.69,1.37,1.66,5.0,2.43
Nabil,Ghanouchi,3IA,1.86,3.0,1.71,4.68,2.81
Salma,Ben Amor,4BI2,4.9,4.21,3.67,4.2,4.24
Hamza,Chaabane,4SAE2,2.83,4.8,4.63,2.61,3.72
Ismail,Kanzari,2A40,5.0,0.69,2.43,1.33,2.36
Khadija,Jebali,5DS5,2.0,3.68,3.86,5.0,3.64
Lobna,Karoui,3IA,3.21,3.35,1.96,5.0,3.38
Tarek,Miled,4NIDS3,5.0,1.08,2.0,0.67,2.19
Rym,Chouchene,3B10,3.42,2.64,4.6,5.0,3.91
Tarek,Zayani,5TWIN2,3.02,4.89,5.0,3.6,4.13
Sabrine,Saidi,4INFINI5,4.74,1.9,1.88,0.0,2.13
Ghada,Maaloul,5SIM3,4.74,3.06,3.31,4.38,3.87
Ines,Ben Amor,5BI2,5.0,1.69,2.72,2.1,2.88
Wassim,Guettari,5SE2,1.32,2.07,1.32,4.95,2.42
Lobna,Rekik,5TWIN2,4.22,2.21,4.0,3.42,3.46
Yasmine,Ammar,5SAE2,1.27,4.87,4.63,2.62,3.35
Ismail,Mansour,4SLEAM2,5.0,1.36,1.68,0.73,2.19
Samira,Saidi,4SIM3,4.56,2.68,3.77,4.2,3.8
Mouna,Saidi,5BI2,5.0,1.3,2.82,0.59,2.43
Khalil,Mejri,5TWIN2,1.82,1.85,3.14,4.35,2.79
Lotfi,Zayani,5BI2,5.0,1.0,1.23,1.9,2.28
Hamza,Mansour,3A22,4.25,1.35,2.12,2.48,2.55
Skander,Chebbi,3A22,5.0,2.7,2.96,3.5,3.54
Zied,Chouchene,3IA,5.0,3.71,3.18,4.41,4.07
Fares,Toumi,4TWIN2,2.79,3.61,5.0,3.42,3.71
Anis,Ghanouchi,5INFINI5,5.0,1.48,2.51,1.7,2.67
Bilel,Turki,2A40,5.0,0.64,1.8,1.76,2.3
Oussama,Nasri,4GAMIX1,5.0,2.15,2.39,0.69,2.56
Ali,Makni,4INFINI5,3.99,3.72,4.5,4.29,4.12
Skander,Haddad,3A22,2.87,3.92,4.37,2.58,3.43
Rami,Nasri,5IOSYS1,4.4,3.69,3.96,3.74,3.95
Youssef,Guettari,5SE2,3.27,3.87,4.36,4.03,3.88
Chokri,Nasri,4BI2,4.38,2.54,2.5,4.54,3.49
Amine,Trabelsi,5BI2,2.45,2.89,2.82,5.0,3.29
Leila,Lahmar,4IOSYS1,5.0,1.93,1.35,1.23,2.38
Zied,Kanzari,4SIM3,1.97,0.61,2.7,4.2,2.37
Ines,Ayari,4INFINI5,4.47,0.89,2.88,1.16,2.35
Yasmine,Khemiri,4SAE2,0.76,3.47,1.87,5.0,2.77
Karim,Chebbi,5BI2,3.09,4.49,4.78,2.85,3.8
Dorra,Hamdi,4SLEAM2,4.49,3.07,2.78,4.34,3.67
Lina,Chaabane,5BI2,3.03,4.54,5.0,3.97,4.13
Farah,Baccouche,4IOSYS1,3.35,3.51,3.24,5.0,3.77
Nour,Toumi,4NIDS3,5.0,1.96,2.36,2.04,2.84
Asma,Karoui,5SLEAM2,2.72,3.23,3.78,4.14,3.47
Chaima,Saidi,4SLEAM2,2.81,2.82,3.24,4.85,3.43
Meriem,Hamdi,5SLEAM2,5.0,1.92,2.51,1.34,2.69
Karim,Jlassi,2P1,3.42,5.0,3.72,4.35,4.12
Bilel,Ben Ali,5BI2,5.0,2.8,2.82,3.79,3.6
Amel,Ben Amor,4SIM3,1.95,2.42,2.87,5.0,3.06
Karim,Jebali,4SIM3,2.65,5.0,5.0,3.41,4.01
Ahmed,Sassi,1A20,3.05,4.99,4.51,5.0,4.39
Mouna,Khlifi,4ARCTIC5,2.82,1.08,2.04,4.28,2.56
Khalil,Turki,5NIDS3,2.08,5.0,5.0,2.61,3.67
Hela,Ferjani,4TWIN2,4.62,0.7,1.33,1.02,1.92
Manel,Toumi,5GAMIX1,1.44,4.51,3.65,5.0,3.65
Sarra,Trabelsi,5BI2,4.39,2.73,2.62,3.84,3.39
Olfa,Turki,4SAE2,3.19,4.65,5.0,3.32,4.04
Emna,Toumi,2A40,2.59,4.38,3.12,3.65,3.43
Mouna,Lahmar,4INFINI5,5.0,0.79,0.35,1.12,1.81
Mouna,Ferjani,4ARCTIC5,4.74,2.86,5.0,4.07,4.17
Lina,Chouchene,3A22,5.0,0.74,1.44,0.73,1.98
Rami,Ammar,4ARCTIC5,0.87,1.78,3.62,4.75,2.76
Walid,Ammar,4GAMIX1,1.84,0.91,2.98,5.0,2.68
Sofiene,Haddad,4SLEAM2,0.84,3.34,2.49,4.38,2.76
Sofiene,Mejri,4TWIN2,1.96,5.0,5.0,2.77,3.68
Chaima,Ghanouchi,5SIM3,4.77,3.18,2.32,4.21,3.62
Fethi,Chouchene,4TWIN2,3.3,5.0,5.0,2.94,4.06
Siwar,Kanzari,2P1,1.78,3.01,1.22,4.39,2.6
Sonia,Slimani,4BI2,3.09,4.86,5.0,1.75,3.68
Manel,Turki,4ARCTIC5,2.03,4.86,4.96,2.77,3.66
Sami,Ayari,3A22,2.77,4.33,4.36,4.87,4.08
Aymen,Jaziri,5NIDS3,5.0,1.83,0.93,0.05,1.95
Amel,Karoui,5SAE2,3.13,4.78,2.71,3.95,3.64
Fatma,Mejri,4BI2,2.0,5.0,4.32,1.68,3.25
Chokri,Guettari,5INFINI5,3.39,5.0,4.55,4.37,4.33
Wassim,Ben Salah,3B10,1.07,2.03,2.95,5.0,2.76
Tarek,Zouari,2P1,4.65,0.97,1.45,0.62,1.92
Hedi,Hamdi,5IOSYS1,5.0,3.72,4.84,4.99,4.64
Emna,Kanzari,5SLEAM2,5.0,0.91,0.98,0.14,1.76
Ismail,Mabrouk,4TWIN2,4.98,2.35,3.22,0.0,2.64
Farah,Mansour,5GAMIX1,3.81,4.66,3.34,5.0,4.2
Hatem,Kanzari,4TWIN2,3.26,0.71,1.22,0.0,1.3
Mariem,Ben Salah,5SLEAM2,4.11,2.97,3.74,4.71,3.89
Ismail,Fourati,5GAMIX1,5.0,2.6,2.41,5.0,3.75
Omar,Ammar,4SAE2,4.15,3.95,3.56,4.15,3.95
Samira,Belkhir,3B10,1.77,5.0,5.0,3.83,3.9
Fatma,Turki,5IOSYS1,4.88,3.26,3.06,5.0,4.05
Cyrine,Gharbi,4IOSYS1,5.0,0.7,1.52,1.76,2.24
Sarra,Kanzari,4SE2,5.0,3.42,3.17,4.95,4.13
Fethi,Khemiri,5INFINI5,2.25,4.54,4.59,4.78,4.04
Karim,Rekik,4INFINI5,3.44,3.18,3.75,4.06,3.61
Rami,Gharbi,4INFINI5,0.89,2.17,1.76,4.82,2.41
Ali,Zayani,5SE2,3.77,3.86,4.09,5.0,4.18
Fethi,Fourati,1A20,4.32,3.22,2.67,4.17,3.6
Karim,Chaabane,5DS5,2.2,2.51,1.63,3.75,2.52
Wassim,Ferjani,5GAMIX1,5.0,2.33,1.33,1.23,2.47
Siwar,Nasri,1A20,3.05,2.76,2.38,4.59,3.2
Tarek,Mansour,2A40,3.17,4.51,4.76,4.19,4.16
Ismail,Ben Ali,5SE2,4.62,2.51,3.93,3.82,3.72
Lotfi,Hamdi,2P1,5.0,2.93,3.52,4.29,3.93
Wafa,Ben Amor,4INFINI5,3.58,3.08,1.8,5.0,3.36
Lotfi,Trabelsi,5SE2,4.96,2.51,1.78,1.63,2.72
Nabil,Trabelsi,5SIM3,4.5,4.4,3.23,2.66,3.69
Nadia,Jlassi,4SAE2,5.0,2.46,1.66,0.0,2.28
Zaineb,Khemiri,4BI2,3.01,5.0,2.75,4.0,3.69
Adel,Trabelsi,4BI2,3.34,4.75,5.0,3.63,4.18
Wafa,Khemiri,4SE2,2.65,2.97,2.13,5.0,3.19
Khadija,Miled,2P1,1.76,3.98,4.75,3.09,3.4
Cyrine,Khemiri,5DS5,1.65,3.83,2.83,5.0,3.33
Olfa,Chaabane,5GAMIX1,5.0,1.91,4.11,4.55,3.89
Amine,Ben Ali,4IOSYS1,1.7,5.0,5.0,3.25,3.74
Mehdi,Chebbi,5SLEAM2,2.49,4.56,3.71,3.73,3.62
Hedi,Saidi,5IOSYS1,4.47,3.09,4.11,4.74,4.1
Nizar,Khlifi,4SLEAM2,2.72,4.8,5.0,2.85,3.84
Nabil,Sassi,2P1,4.06,4.89,5.0,4.55,4.63
Adel,Haddad,4DS5,4.89,3.24,2.69,3.55,3.59
Rim,Ben Amor,5BI2,4.24,4.2,3.76,4.68,4.22
Ali,Gharbi,1A20,4.57,1.99,1.38,0.7,2.16
Dorra,Trabelsi,5TWIN2,2.51,3.79,3.84,3.57,3.43
Salma,Belkhir,5NIDS3,2.35,4.88,5.0,3.71,3.98
Ismail,Ben Salah,5INFINI5,2.9,1.44,2.9,5.0,3.06
Oumaima,Abidi,5ARCTIC5,1.72,4.67,5.0,1.47,3.21
Iheb,Sassi,4BI2,0.0,2.66,1.34,4.9,2.23
Wafa,Haddad,5SIM3,3.47,3.34,2.51,4.49,3.45
Lina,Sassi,4SIM3,4.01,3.27,4.13,4.51,3.98
Iheb,Makni,5SAE2,2.18,3.53,3.21,5.0,3.48
Hela,Ben Ali,5DS5,2.98,5.0,2.59,4.73,3.82
Amina,Slimani,3A22,5.0,3.55,3.79,4.4,4.18
Fares,Fourati,3IA,1.63,4.56,3.74,3.23,3.29
Hiba,Chaabane,5SIM3,2.46,4.22,4.59,4.92,4.05
Ismail,Toumi,5INFINI5,4.59,3.46,3.76,3.79,3.9
Ahmed,Zayani,4ARCTIC5,4.55,1.95,2.39,1.59,2.62
Chaima,Driss,4BI2,4.73,1.41,3.68,0.58,2.6
Ali,Bouazizi,5ARCTIC5,0.87,1.09,2.31,5.0,2.32
Sonia,Cherif,5INFINI5,5.0,3.22,3.32,4.64,4.04
Nour,Zayani,3IA,4.55,2.47,2.58,4.54,3.54
Adel,Makni,3B10,1.71,5.0,5.0,3.62,3.83
Iheb,Ben Salah,4IOSYS1,2.32,4.8,4.7,2.58,3.6
Nizar,Miled,5TWIN2,1.0,2.19,2.93,4.51,2.66
Asma,Hamdi,3B10,4.22,3.04,3.2,4.11,3.64
Mehdi,Maaloul,5DS5,2.53,4.56,5.0,2.07,3.54
Sabrine,Slimani,5BI2,2.52,3.94,5.0,2.9,3.59
Bilel,Baccouche,4SAE2,3.14,4.22,3.93,4.26,3.89
Zaineb,Ayari,3B10,4.61,2.36,2.32,0.35,2.41
Fares,Abidi,4INFINI5,2.75,5.0,4.92,1.85,3.63
Hela,Haddad,3B10,2.78,5.0,4.11,4.21,4.02
Nadia,Fourati,4SAE2,5.0,0.82,1.76,1.37,2.24
Adel,Ayari,3A22,2.63,5.0,5.0,2.54,3.79
Amina,Chaabane,4SE2,2.8,3.59,3.02,4.82,3.56
Amine,Ayari,5GAMIX1,4.81,1.24,1.52,1.8,2.34
Hend,Cherif,5SIM3,1.29,5.0,5.0,3.05,3.58
Amel,Abidi,5DS5,5.0,1.66,1.73,2.02,2.6
Sami,Saidi,4SLEAM2,5.0,1.5,2.74,1.37,2.65
Sonia,Baccouche,5SE2,4.51,4.97,4.78,4.08,4.58
Mourad,Mejri,5DS5,3.34,3.96,4.16,5.0,4.11
Eya,Ghanouchi,4BI2,2.16,5.0,3.87,2.86,3.47
Foued,Chouchene,4GAMIX1,4.86,1.77,1.86,1.56,2.51
Salma,Zayani,4BI2,4.32,3.58,2.81,4.86,3.89
Nour,Jaziri,2A40,2.16,5.0,5.0,4.47,4.16
Eya,Maaloul,4INFINI5,1.56,4.79,3.94,5.0,3.82
Zaineb,Zouari,3B10,5.0,1.47,1.78,1.31,2.39
Mehdi,Ben Ali,1A20,3.22,5.0,4.74,2.84,3.95
Nadia,Turki,4GAMIX1,4.51,2.84,2.84,4.54,3.68
Mourad,Khlifi,4GAMIX1,4.55,4.29,4.01,4.31,4.29
Wassim,Jaziri,3IA,3.97,5.0,5.0,1.29,3.81
Ghada,Jlassi,4ARCTIC5,4.19,0.47,4.07,4.75,3.37
Sonia,Zouari,4IOSYS1,2.0,4.35,3.56,5.0,3.73
Hatem,Maaloul,4SLEAM2,4.44,2.46,3.1,4.3,3.57
Aymen,Ghanouchi,4ARCTIC5,4.53,1.48,1.42,1.33,2.19
Asma,Belkhir,5DS5,0.42,2.12,2.27,5.0,2.45
Amina,Mansour,4INFINI5,3.01,4.29,3.11,4.82,3.81
Adel,Ferjani,5SLEAM2,3.09,3.87,3.04,4.22,3.56
Iheb,Belkhir,2P1,5.0,0.87,1.39,1.34,2.15
Fatma,Baccouche,5ARCTIC5,5.0,2.61,4.61,3.95,4.04
Chaima,Khlifi,3IA,5.0,1.68,3.42,4.1,3.55
Cyrine,Jlassi,4TWIN2,3.14,4.19,3.74,5.0,4.02
Nabil,Mabrouk,3A22,5.0,0.09,3.33,0.1,2.13
Haythem,Jaziri,5SAE2,5.0,1.63,2.12,1.1,2.46
Khalil,Cherif,4INFINI5,4.14,2.73,3.14,4.99,3.75
Bechir,Guettari,4IOSYS1,4.17,3.05,4.01,4.42,3.91
Olfa,Kanzari,5DS5,3.78,3.81,3.53,4.47,3.9
Ines,Gharbi,4IOSYS1,2.08,3.11,2.87,4.63,3.17
Yasmine,Zouari,2A40,2.17,5.0,5.0,3.06,3.81
Iheb,Driss,3A22,4.54,2.93,4.08,4.69,4.06
Omar,Ben Amor,1A20,5.0,1.62,2.32,0.0,2.24
Farah,Belkhir,1A20,1.82,3.56,4.8,3.66,3.46
Amina,Guettari,5NIDS3,2.24,2.19,1.44,5.0,2.72
Ali,Miled,4ARCTIC5,4.55,2.59,3.87,4.04,3.76
Bilel,Saidi,5IOSYS1,1.33,2.12,1.73,3.28,2.11
