first_name,last_name,hard_skills,soft_skills,teamwork,creativity,class
Youssef,Makni,0.71,4.39,0.5,4.62,5SE32
Ghada,Abidi,3.45,0.15,0.36,3.54,4ARCTIC87
Rym,Hamdi,4.15,2.33,0.36,2.44,3A96
Nour,Slimani,2.38,4.39,1.3,3.43,1A13
Dorra,Jebali,1.72,2.24,3.66,3.77,2P51
Chaima,Slimani,1.72,2.1,4.87,2.25,2A77
Emna,Guettari,4.79,3.92,2.33,4.76,5GAMIX79
Ghada,Cherif,4.99,4.4,1.6,2.1,1A39
Aymen,Chouchene,3.41,4.76,1.66,4.68,3A97
Karim,Bouazizi,1.55,0.36,4.14,2.64,1A48
Cyrine,Ben Salah,0.48,2.11,4.93,2.33,2A61
Fares,Turki,3.38,0.49,3.7,3.38,1A77
Nour,Ghanouchi,3.7,2.67,1.3,2.76,2A63
Marwen,Fourati,2.78,4.07,1.5,1.23,3B93
Olfa,Jebali,2.71,2.12,3.94,2.95,3A97
Oumaima,Ghanouchi,2.71,2.35,2.54,1.54,1A48
Zaineb,Ammar,3.41,3.37,0.41,1.29,4ARCTIC27
Hamza,Hamdi,1.65,3.21,2.06,2.84,1A95
Walid,Sassi,1.41,0.8,4.15,3.84,3A75
Ahmed,Jlassi,1.74,2.98,2.03,2.32,3B49
Oussama,Chouchene,3.44,2.25,0.19,4.16,2A63
Nabil,Ghanouchi,1.97,3.34,2.25,2.15,1A62
Khadija,Zouari,1.31,4.29,3.42,1.98,4ARCTIC27
Nour,Abidi,1.43,0.96,4.55,1.09,2P30
Oussama,Mabrouk,4.68,1.33,3.07,2.88,2A27
Hatem,Ghanouchi,1.79,3.83,2.13,4.03,2P21
Omar,Zayani,4.1,1.82,0.65,0.55,5IOSYS7
Nabil,Jebali,2.69,3.17,2.85,3.13,5SAE33
Amel,Khlifi,2.16,0.84,4.04,2.16,5GAMIX79
Hend,Gharbi,4.98,4.31,1.44,1.04,5SIM57
Sofiene,Baccouche,4.27,1.12,3.33,2.68,5IOSYS58
Bilel,Abidi,4.35,3.8,0.75,1.77,2A77
Hatem,Ferjani,2.02,2.49,3.18,0.77,5SE99
Wided,Karoui,0.67,1.72,0.61,4.73,4SIM62
Siwar,Jebali,1.48,4.91,2.91,3.32,2A61
Omar,Chouchene,3.7,4.02,3.47,4.06,4TWIN23
Zied,Belkhir,2.06,0.02,3.81,1.5,2P36
Yasmine,Ayari,4.44,3.6,2.96,2.48,2A61
Ghassen,Ben Ali,2.92,2.11,1.52,0.46,5GAMIX79
Nour,Cherif,4.88,3.24,2.22,2.16,3A66
Aymen,Rekik,3.09,2.57,2.61,4.98,2A6
Wassim,Jaziri,2.53,3.12,4.42,4.49,2P51
Sabrine,Chebbi,1.88,4.85,1.01,0.19,4IOSYS40
Hela,Khlifi,4.44,4.61,1.57,2.34,5TWIN2
Amina,Trabelsi,2.2,3.61,2.27,2.23,1A95
Khalil,Bouazizi,4.71,0.8,3.29,3.05,5TWIN79
Hend,Mejri,4.13,2.51,4.46,3.5,3B42
Lotfi,Zayani,2.01,2.23,4.71,1.44,5SE32
Ghassen,Jlassi,0.03,3.94,2.96,3.79,1A62
Fethi,Hamdi,4.12,4.07,2.85,1.43,2A73
Youssef,Ferjani,2.71,4.28,2.43,4.29,3B81
Rami,Chaabane,4.08,1.34,2.87,4.45,3A97
Nadia,Saidi,3.27,0.21,0.76,1.45,1A33
Wassim,Zouari,2.87,1.65,0.37,3.33,2A27
Mohamed,Guettari,1.89,3.31,3.21,1.58,2P21
Zaineb,Baccouche,4.31,0.69,0.06,1.02,4GAMIX83
Amine,Ferjani,4.9,4.0,4.83,4.44,2A32
Hatem,Karoui,4.98,4.4,0.54,3.57,1A82
Nadia,Jaziri,1.68,0.79,4.06,4.28,5NIDS35
Ismail,Chaabane,3.88,0.75,3.75,0.07,5IOSYS22
Farah,Chaabane,4.76,3.21,0.44,1.53,5SAE33
Skander,Ghanouchi,0.69,2.71,4.85,0.64,2A63
Eya,Driss,1.3,4.15,1.85,4.22,4GAMIX39
Yasmine,Makni,3.19,1.51,4.18,4.01,5GAMIX79
Zaineb,Abidi,3.83,4.39,2.96,3.68,1A64
Ghada,Ben Amor,3.73,2.52,1.28,1.98,1A13
Mourad,Bouazizi,4.9,3.53,2.87,0.21,4ARCTIC87
Fatma,Ferjani,3.72,4.55,0.6,3.25,4TWIN23
Dorra,Mansour,1.69,3.69,3.48,1.39,1A48
Chokri,Mejri,3.73,4.22,1.46,0.92,4GAMIX83
Mourad,Zayani,0.36,3.71,4.72,3.2,5IOSYS5
Sofiene,Ben Salah,1.62,0.65,1.63,2.9,1A13
Meriem,Karoui,4.51,0.35,0.26,0.6,2A32
Amina,Driss,0.15,3.58,1.87,3.59,5GAMIX57
Mohamed,Jebali,2.72,4.53,1.64,3.61,2A49
Hela,Ghanouchi,4.7,2.21,4.38,4.87,3B42
Mouna,Ben Amor,2.09,4.1,3.74,0.92,3A19
Marwen,Nasri,0.28,4.37,0.04,0.11,5INFINI39
Emna,Khemiri,3.08,3.96,0.18,3.68,2A89
Oumaima,Khemiri,0.94,0.36,0.37,4.41,1A10
Eya,Abidi,4.64,3.17,1.96,3.11,5IOSYS7
Mouna,Ferjani,4.27,1.19,3.85,1.17,4BI6
Khadija,Fourati,1.84,2.02,0.55,4.04,1A23
Omar,Ayari,4.22,1.43,2.85,1.84,1A10
Skander,Ayari,2.68,1.75,2.62,0.07,3B67
Siwar,Ammar,3.14,4.05,1.89,1.13,1A64
Amel,Cherif,2.16,2.29,1.77,3.75,5IOSYS7
Rami,Jlassi,0.78,2.35,2.83,0.7,1A74
Chokri,Chebbi,4.19,4.18,3.43,2.01,2P82
Asma,Maaloul,3.8,3.82,4.97,3.16,3A66
Manel,Ayari,1.81,1.55,0.01,2.85,3A69
Iheb,Sassi,1.99,2.26,4.87,2.3,2A71
Eya,Chouchene,4.16,4.41,4.96,2.15,2A32
Salma,Cherif,2.38,1.96,0.62,1.95,1A80
Eya,Rekik,1.83,0.38,0.26,4.66,2P21
Tarek,Lahmar,4.07,3.72,0.02,0.91,1A10
Samira,Guettari,2.86,0.38,4.2,2.45,5GAMIX38
Salma,Ben Salah,2.24,0.27,1.41,1.69,4SIM62
Bilel,Ammar,4.26,1.42,2.21,1.66,2A77
Bechir,Ghanouchi,2.88,4.77,2.94,3.3,3B93
Meriem,Saidi,1.11,4.15,2.35,2.37,1A82
Lobna,Ayari,3.68,1.26,3.57,4.27,2P30
Iheb,Gharbi,3.79,0.84,1.96,4.54,2A98
Khadija,Abidi,3.98,1.75,0.69,4.83,5GAMIX42
Bechir,Nasri,0.24,1.09,1.94,2.02,2P87
Anis,Makni,3.91,0.64,4.37,4.18,2A31
Rym,Ferjani,3.75,3.55,2.65,0.75,2A4
Sofiene,Ben Amor,2.09,0.23,2.81,1.58,3A19
Mouna,Haddad,4.22,3.83,3.58,1.29,5SAE59
Karim,Fourati,4.78,2.84,4.46,1.52,5NIDS35
Hend,Maaloul,3.28,2.15,0.16,4.27,2A75
Fatma,Kanzari,3.77,0.25,1.12,2.56,3B81
Sarra,Mansour,2.06,1.63,0.97,2.06,1A39
Khalil,Hamdi,4.04,2.89,4.13,0.18,2A49
Manel,Toumi,3.81,0.59,0.07,2.89,4SIM62
Amel,Fourati,3.11,2.39,1.1,0.02,3B42
Nabil,Jaziri,2.48,1.67,0.5,4.66,3B4
Hend,Karoui,0.64,4.01,1.24,2.39,5NIDS7
Ismail,Ammar,3.66,0.91,2.36,1.05,1A48
Nour,Khlifi,3.44,1.08,3.3,0.12,3A73
Rim,Ferjani,2.33,3.86,0.97,3.58,1A39
Nizar,Ghanouchi,0.14,2.29,1.34,3.54,5IOSYS5
Wided,Makni,1.82,1.69,1.21,1.33,2P82
Karim,Lahmar,4.87,4.93,3.18,3.38,3A96
Meriem,Abidi,2.92,4.21,2.44,4.65,3B67
Anis,Chebbi,3.71,0.1,3.89,3.9,1A64
Oussama,Cherif,1.28,4.56,0.63,3.43,3B12
Yasmine,Zouari,4.3,4.62,0.48,2.39,2A58
Yasmine,Ammar,1.15,1.41,4.13,0.33,2P19
Lina,Trabelsi,4.79,0.5,2.25,2.13,2P21
Adel,Ayari,2.57,0.9,4.33,2.98,1A90
Salma,Karoui,0.69,4.39,3.42,2.66,4NIDS26
Chaima,Zouari,2.27,1.11,1.21,3.09,2A61
Ahmed,Saidi,2.53,3.91,0.45,1.11,2A61
Walid,Zayani,2.46,1.0,2.89,0.96,1A1
Nabil,Driss,3.39,1.7,3.56,4.79,2A61
Mouna,Ayari,4.09,2.71,3.63,0.49,2P36
Chaima,Driss,0.19,3.19,4.54,3.81,5SE32
Sami,Mabrouk,3.51,1.09,1.25,4.05,5TWIN79
Yasmine,Mejri,4.75,1.56,2.93,1.13,5IOSYS5
Amina,Mejri,2.29,4.19,2.59,3.67,5SLEAM43
Eya,Mansour,4.06,3.8,0.1,4.12,5SE100
Nabil,Belkhir,2.11,4.65,2.12,4.93,5SE32
Samira,Gharbi,4.41,0.12,3.07,0.52,1A10
Foued,Cherif,1.04,2.74,2.63,4.79,5SLEAM19
Marwen,Belkhir,0.79,2.65,1.68,3.03,5GAMIX38
Sabrine,Khemiri,4.56,3.61,2.59,4.15,3B42
Chokri,Chouchene,0.0,4.08,2.31,2.84,2P36
Sabrine,Abidi,0.28,3.66,2.62,2.45,1A95
Chokri,Driss,1.83,1.61,0.74,2.0,2P87
Wafa,Fourati,2.56,1.31,4.49,0.16,1A90
Meriem,Chaabane,4.0,2.49,0.52,3.03,3A10
Ines,Slimani,2.97,3.2,3.72,0.38,4ARCTIC87
Fethi,Nasri,3.37,2.19,0.95,3.95,2A75
Chokri,Slimani,3.95,2.54,4.93,2.06,2A49
Sabrine,Slimani,2.34,0.64,2.92,0.56,5IOSYS7
Ghada,Karoui,3.57,2.13,3.1,0.95,5SIM56
Ahmed,Chouchene,4.62,1.94,2.49,4.32,4SIM89
Dorra,Baccouche,1.92,4.87,2.35,1.39,1A33
Hela,Belkhir,2.45,3.83,3.84,3.19,2P21
Tarek,Nasri,4.91,4.74,0.72,0.07,1A7
Sarra,Ben Ali,2.51,1.7,4.78,2.89,2A71
Skander,Makni,4.67,3.38,0.85,1.08,4TWIN23
Nour,Jlassi,4.64,4.15,2.98,3.19,3A82
Sarra,Trabelsi,3.09,1.01,2.82,0.25,1A55
Wafa,Maaloul,4.09,2.02,3.9,0.9,1A16
Ghada,Turki,0.9,2.92,0.18,0.22,2A31
Zied,Fourati,2.51,0.65,3.23,0.53,3B23
Hichem,Rekik,4.54,0.55,1.66,4.56,2A75
Olfa,Ayari,4.32,0.71,3.74,2.49,4GAMIX39
Chokri,Jebali,4.78,4.26,3.46,2.92,3A97
Manel,Haddad,3.99,0.26,4.51,4.43,2P36
Rania,Chaabane,4.5,2.31,3.51,3.81,2A73
Cyrine,Zouari,1.58,1.34,1.41,3.48,3A19
Hend,Jlassi,2.17,3.38,1.18,4.76,4IOSYS40
Karim,Guettari,2.34,1.43,0.1,0.16,2A35
Sofiene,Abidi,0.17,1.42,1.36,2.07,1A64
Ismail,Toumi,0.07,1.54,2.03,3.87,2A27
Mariem,Ayari,1.3,0.85,0.48,2.87,2A58
Wided,Cherif,0.57,1.25,1.55,2.31,2P19
Cyrine,Driss,3.66,1.85,1.66,1.76,2A73
Samira,Lahmar,3.07,4.08,1.14,1.56,3A97
Lotfi,Kanzari,4.8,1.17,0.0,1.35,2A58
Rym,Guettari,3.64,3.18,4.39,1.12,1A92
Sofiene,Slimani,3.58,4.81,3.69,0.61,4SIM89
Samira,Maaloul,2.73,3.67,4.73,0.15,2A75
Samira,Jebali,3.49,3.56,4.34,2.61,1A23
Sonia,Miled,0.57,3.46,2.99,1.47,3B12
Samira,Ammar,4.11,1.81,4.59,4.02,4TWIN23
Samira,Nasri,4.54,0.95,4.47,3.05,1A7
Eya,Toumi,0.69,3.46,1.2,2.42,4NIDS26
Zaineb,Toumi,2.88,3.28,2.34,0.1,1A13
Hela,Trabelsi,4.24,3.1,1.95,0.03,3A69
Rami,Hamdi,0.48,1.75,3.3,0.32,2P30
Asma,Trabelsi,2.1,3.23,1.68,4.49,1A13
Sabrine,Miled,0.73,2.26,0.31,3.47,2P51
Khalil,Cherif,0.6,1.31,2.79,3.88,2A63
Ali,Slimani,4.19,3.97,2.48,4.17,1A95
Mehdi,Cherif,4.55,2.51,2.95,2.82,5SE100
Bechir,Mansour,0.88,4.06,4.24,2.56,1A62
Aymen,Khemiri,3.23,2.73,0.8,0.28,4SIM89
Hiba,Ben Ali,1.17,1.23,0.09,2.36,1A62
Mohamed,Karoui,0.93,4.74,4.14,0.48,2A35
Fatma,Chouchene,3.94,2.71,1.07,2.2,1A13
Skander,Nasri,4.08,4.57,4.6,0.52,4NIDS26
Youssef,Chaabane,4.14,2.5,1.83,4.45,2A25
Lina,Maaloul,4.04,4.51,1.88,1.39,5SLEAM19
Emna,Abidi,1.01,0.94,1.94,3.09,5GAMIX42
Ahmed,Zayani,1.21,0.9,0.77,3.09,2A75
Bilel,Chaabane,4.1,0.31,1.18,3.1,1A39
Anis,Baccouche,0.22,0.96,3.18,1.04,1A90
Emna,Mejri,1.01,2.31,0.53,1.13,2P36
Mehdi,Khemiri,0.06,1.54,1.97,1.47,1A1
Sofiene,Toumi,2.55,3.01,2.2,4.18,3B49
Karim,Ayari,4.23,3.56,2.54,3.52,1A95
Samira,Chebbi,1.97,3.82,2.67,2.57,1A92
Yasmine,Hamdi,4.17,4.37,0.42,0.41,5TWIN2
Manel,Saidi,3.41,0.36,4.85,4.91,3A75
Asma,Ghanouchi,0.3,2.6,1.5,4.8,4SIM62
Ali,Belkhir,3.15,1.93,2.49,1.17,2P30
Hatem,Chebbi,2.09,1.39,4.1,0.68,1A80
Rania,Zouari,1.03,2.32,2.84,2.95,3B42
Mohamed,Zouari,0.05,1.98,3.21,2.98,5SAE59
Bechir,Baccouche,0.07,1.78,4.85,4.1,3B93
Hela,Saidi,2.83,3.74,4.45,1.83,5INFINI39
Sarra,Cherif,2.62,3.89,2.13,4.8,1A77
Bilel,Fourati,0.57,0.23,2.95,3.25,2A35
Amine,Guettari,4.5,3.82,1.57,2.2,3B67
Ghassen,Miled,3.68,1.61,1.34,0.69,3A55
Mariem,Fourati,0.23,1.27,1.63,2.98,5GAMIX42
Youssef,Karoui,2.36,4.29,3.21,4.43,3A66
Lina,Ammar,4.45,1.98,4.65,3.21,5GAMIX57
Mohamed,Chouchene,1.6,1.03,0.04,2.4,5SIM56
Bilel,Miled,3.9,1.37,0.17,2.47,3B85
Adel,Abidi,3.98,2.15,3.31,1.56,3B67
Marwen,Jlassi,3.24,0.2,2.02,0.58,5TWIN2
Hamza,Toumi,4.76,4.61,3.41,0.88,5INFINI39
Adel,Trabelsi,1.63,4.92,3.71,1.98,2P87
Siwar,Bouazizi,2.84,2.71,2.03,2.74,5NIDS35
Rami,Ferjani,1.23,1.35,4.92,3.18,3A88
Mariem,Trabelsi,1.51,1.28,4.04,4.71,5TWIN2
Aymen,Haddad,3.37,3.34,3.15,1.27,1A18
Khalil,Jaziri,1.54,3.98,3.91,4.59,3B60
Lotfi,Turki,1.02,0.83,2.33,0.43,5IOSYS58
Hichem,Baccouche,3.33,4.35,4.45,0.2,5SIM57
Hedi,Khemiri,2.65,0.97,1.92,0.71,1A95
Bilel,Khemiri,1.43,3.94,4.26,0.03,2A4
Zaineb,Karoui,0.97,3.19,2.58,2.87,5IOSYS7
Mouna,Kanzari,2.18,4.91,3.38,1.0,5ARCTIC86
Nadia,Sassi,4.24,0.8,0.0,0.27,4GAMIX39
Zied,Kanzari,3.14,3.74,4.68,2.89,3A75
Amina,Cherif,4.3,0.93,1.41,4.11,1A13
Samira,Rekik,4.53,3.8,0.03,4.19,1A90
Karim,Haddad,3.17,4.74,3.51,0.91,1A90
Siwar,Zayani,1.02,0.96,0.22,1.9,1A33
Chaima,Baccouche,2.39,1.28,2.33,0.97,4GAMIX83
Fethi,Slimani,2.65,2.78,4.46,0.35,5TWIN79
Mariem,Miled,0.75,1.44,4.47,0.23,1A77
Salma,Chaabane,3.32,3.28,1.82,0.17,3A97
Mariem,Ammar,1.26,1.21,2.17,4.91,5NIDS35
Marwen,Baccouche,0.56,4.53,2.0,2.92,4BI6
Amina,Saidi,0.16,2.73,2.49,4.92,1A13
Meriem,Miled,0.8,2.83,2.36,4.01,5BI77
Hend,Ben Salah,2.15,0.76,2.02,4.37,1A10
Bilel,Ben Ali,0.64,4.29,3.1,2.97,2A99
Sami,Ghanouchi,2.49,3.25,1.62,4.29,5SAE59
Siwar,Hamdi,0.18,3.71,0.0,1.26,3B67
Wided,Zayani,0.76,3.13,4.76,0.45,5IOSYS5
Oumaima,Cherif,3.46,0.73,2.87,3.38,5SE100
Rym,Chebbi,1.38,1.8,3.03,2.88,2A89
Foued,Chaabane,2.23,2.77,4.95,4.5,4NIDS26
Yasmine,Chouchene,2.59,1.11,3.79,0.08,1A74
Manel,Trabelsi,3.9,0.53,1.84,1.02,3B42
Samira,Jaziri,2.3,4.76,4.32,2.38,4GAMIX39
Cyrine,Ben Amor,0.78,4.58,3.93,1.34,1A64
Salma,Nasri,2.16,4.98,2.12,2.86,5INFINI39
Mourad,Khemiri,1.05,1.92,1.21,0.73,3A10
Skander,Turki,0.89,0.66,2.81,1.42,5GAMIX38
Emna,Sassi,5.0,0.27,0.58,1.05,3B4
Oussama,Trabelsi,2.16,3.77,0.34,2.27,4GAMIX39
Leila,Lahmar,4.6,0.6,2.65,0.15,3B67
Hend,Bouazizi,3.56,1.46,3.41,3.58,1A39
Tarek,Turki,1.66,3.57,3.09,1.52,2A35
Mouna,Slimani,4.96,0.67,1.69,3.05,5SE99
Farah,Mabrouk,4.55,3.49,1.63,4.44,3A75
Mouna,Makni,2.03,4.12,1.95,0.81,2A89
Fethi,Chaabane,2.7,0.95,3.74,1.55,1A90
Karim,Jaziri,4.45,2.9,3.89,2.63,3A70
Ines,Hamdi,2.17,2.41,4.88,1.86,3A60
Hiba,Belkhir,1.74,2.09,0.94,2.6,3B49
Hiba,Gharbi,1.81,0.65,0.87,4.84,3A73
Chokri,Ayari,1.28,4.26,1.91,3.01,5ARCTIC86
Rim,Ben Amor,2.31,3.42,4.77,0.2,1A90
Siwar,Abidi,4.67,4.91,3.12,3.91,3B81
Hiba,Saidi,1.77,1.76,0.75,1.18,3B67
Aymen,Driss,0.66,4.1,3.24,1.34,1A33
Karim,Ghanouchi,3.08,4.83,4.5,0.73,3A19
Meriem,Ben Ali,4.22,0.76,4.1,3.11,5SIM57
Leila,Haddad,4.53,0.77,4.03,3.45,1A80
Olfa,Bouazizi,4.67,0.32,1.26,2.2,2P30
Fares,Ammar,3.79,2.55,2.2,0.85,5SIM56
Adel,Maaloul,4.99,3.24,2.17,0.58,3A10
Yasmine,Maaloul,4.34,3.96,0.57,1.79,1A64
Fares,Bouazizi,0.5,2.44,1.2,4.42,5SE100
Lobna,Nasri,4.05,3.25,1.35,3.61,5SE100
Rania,Slimani,2.73,0.67,3.21,1.31,5INFINI39
Skander,Ferjani,1.05,2.96,1.72,0.98,1A62
Chokri,Belkhir,2.74,1.66,0.31,4.32,1A16
Ali,Makni,1.93,2.45,2.34,2.49,2P21
Nabil,Khemiri,0.66,3.41,2.8,1.01,2A75
Foued,Guettari,3.2,2.84,1.24,0.64,2A32
Rym,Haddad,2.45,2.78,4.69,1.74,3A82
Dorra,Karoui,1.13,3.52,4.23,1.4,2A6
Siwar,Turki,2.73,4.86,3.39,3.76,3B11
Rym,Belkhir,3.82,1.8,3.23,0.79,5SAE2
Ahmed,Miled,2.57,0.65,3.41,1.16,1A95
Sarra,Kanzari,2.13,1.09,0.71,3.37,4NIDS26
Hela,Bouazizi,3.25,0.95,4.31,4.51,5TWIN79
Omar,Kanzari,4.24,2.02,2.14,4.57,2A75
Mourad,Haddad,3.29,0.18,3.86,1.76,4BI6
Iheb,Chaabane,1.57,1.24,1.22,3.25,3A70
Fares,Maaloul,1.65,3.26,2.26,2.91,5TWIN2
Manel,Maaloul,3.61,1.29,0.69,1.54,2P36
Ismail,Mansour,3.98,3.29,2.93,1.59,2A58
Haythem,Sassi,1.77,2.99,0.25,3.48,3A97
Walid,Karoui,4.44,0.76,4.57,1.32,5IOSYS7
Farah,Nasri,4.65,4.87,0.57,3.77,5INFINI39
Wided,Trabelsi,3.03,3.66,1.0,3.47,3A97
Karim,Zayani,4.24,0.9,4.28,3.11,5GAMIX38
Iheb,Ammar,1.11,0.55,0.27,2.37,5GAMIX57
Emna,Saidi,1.78,3.21,2.17,0.3,3B84
Tarek,Slimani,1.42,1.94,0.27,2.54,2A35
Dorra,Kanzari,1.38,2.75,0.6,2.17,2A73
Amel,Ben Ali,4.15,2.63,3.71,2.58,1A62
Hela,Mansour,2.14,4.47,1.18,0.32,2A49
Chaima,Jaziri,3.45,1.38,1.71,4.02,1A92
Rania,Ayari,2.89,1.48,0.4,2.66,1A39
Sonia,Fourati,1.03,1.62,1.85,1.4,1A55
Ghassen,Ayari,0.59,0.88,0.85,0.91,3B42
Ali,Driss,2.26,2.61,0.33,2.75,3A97
Anis,Mansour,3.06,3.66,3.48,4.48,2A99
Ahmed,Ben Amor,1.74,1.98,3.35,1.23,3A88
Hichem,Jlassi,3.44,0.77,0.86,0.77,3B85
Yasmine,Saidi,2.84,2.74,0.86,0.39,5GAMIX38
Hend,Ben Amor,3.14,3.88,1.38,2.02,2P87
Farah,Baccouche,4.63,1.13,0.36,0.23,2A27
Farah,Ben Ali,0.78,1.66,3.4,0.98,5IOSYS5
Lobna,Ferjani,1.98,0.23,4.05,4.67,3A66
Rania,Haddad,1.66,2.91,3.81,0.59,3A88
Adel,Haddad,0.39,0.7,1.04,3.88,2P87
Fares,Saidi,1.54,3.86,3.56,1.77,5GAMIX79
Tarek,Khemiri,1.83,3.18,4.85,1.61,1A43
Iheb,Slimani,4.45,3.87,1.96,2.66,3B67
Mouna,Jebali,2.47,4.93,2.56,2.32,3A19
Lotfi,Ben Ali,1.88,3.35,4.43,2.37,1A95
Skander,Rekik,0.09,0.07,4.23,2.34,2P30
Ismail,Haddad,4.7,0.73,4.78,1.21,4GAMIX83
Zaineb,Mabrouk,4.41,0.85,2.21,0.09,5ARCTIC86
Mehdi,Driss,3.79,4.18,1.62,1.33,3B42
Nadia,Bouazizi,4.69,0.4,4.06,3.73,1A74
Sofiene,Chaabane,0.43,4.62,3.43,1.74,5TWIN79
Rym,Trabelsi,0.17,2.74,2.94,0.56,5GAMIX38
Ines,Nasri,2.58,2.36,3.09,0.96,4GAMIX39
Siwar,Ben Amor,3.75,4.44,4.16,0.49,4ARCTIC87
Ghassen,Nasri,1.65,3.33,2.42,1.98,3B23
Dorra,Chaabane,2.41,2.66,1.07,4.01,1A90
Bechir,Karoui,4.94,2.09,0.23,3.18,3B11
Bilel,Chouchene,0.97,2.93,4.28,4.14,2A4
Rym,Maaloul,1.72,4.5,1.61,2.38,5GAMIX57
Khalil,Mansour,0.42,2.86,0.68,3.82,1A1
Bilel,Kanzari,2.93,1.44,3.39,4.78,2A63
Fethi,Ben Ali,3.14,2.01,2.96,4.48,4ARCTIC27
Wided,Guettari,2.62,1.93,1.56,4.48,2A61
Ghada,Haddad,4.41,2.95,3.53,3.42,3B67
Foued,Zayani,1.41,1.79,1.55,1.56,1A85
Mourad,Maaloul,3.66,2.82,4.27,0.17,5TWIN79
Khalil,Fourati,3.84,2.33,3.95,3.37,3A97
Marwen,Bouazizi,1.11,3.38,0.83,2.46,1A39
Zaineb,Rekik,1.49,1.38,4.97,4.09,2A49
Asma,Mansour,1.03,0.52,1.02,2.17,3A19
Wassim,Slimani,3.07,1.81,3.97,3.6,4IOSYS40
Iheb,Belkhir,4.49,0.66,1.77,0.41,2P82
Sabrine,Karoui,0.11,0.71,4.4,4.97,4SAE18
Rym,Khemiri,4.35,0.71,0.79,0.18,4IOSYS40
Sonia,Abidi,2.63,1.75,1.23,3.76,3B67
Mourad,Chaabane,1.72,1.0,3.36,4.82,5SAE59
Mohamed,Belkhir,4.95,1.68,1.11,0.7,4SAE18
Tarek,Ferjani,4.14,4.27,0.39,1.49,1A10
Khalil,Miled,3.53,2.73,2.1,2.46,1A43
Lina,Ben Salah,0.79,4.99,2.77,0.17,1A48
Hichem,Zayani,3.69,3.05,4.23,4.67,2P82
Salma,Mansour,4.84,3.31,4.8,3.62,3A97
Anis,Jebali,4.37,1.48,0.33,3.57,5IOSYS58
Chokri,Khlifi,4.17,2.7,4.41,0.35,3B84
Sarra,Zouari,1.54,2.84,1.77,1.56,4SAE18
Eya,Ben Amor,0.12,4.1,0.07,4.53,5NIDS7
Rim,Guettari,4.31,3.56,3.58,2.8,1A77
Mohamed,Driss,0.96,2.55,0.86,1.81,2P19
Wafa,Nasri,1.14,1.81,0.68,1.12,3A66
Manel,Jebali,0.27,1.65,3.97,3.47,1A90
Nadia,Cherif,3.55,3.11,3.88,1.23,3B84
Manel,Chaabane,2.87,2.55,4.43,0.01,1A80
Bechir,Chebbi,2.64,1.61,1.21,2.39,1A62
Meriem,Sassi,1.47,4.85,2.18,0.88,3A75
Hend,Mansour,4.12,0.68,0.23,1.23,1A39
Oumaima,Nasri,2.07,3.87,0.76,1.82,1A7
Mariem,Haddad,0.66,2.8,0.0,2.37,3A97
Amina,Khlifi,4.02,4.87,1.0,0.79,3B60
Omar,Makni,4.42,2.37,3.2,4.15,5IOSYS22
Nabil,Mansour,2.48,3.41,0.74,4.52,1A1
Fatma,Chebbi,0.75,2.05,4.82,0.45,3B96
Nadia,Ferjani,3.07,3.9,3.47,2.57,5SAE33
Asma,Zayani,0.69,4.13,3.31,1.09,3A73
Hichem,Maaloul,2.45,2.55,3.88,1.01,1A64
Sarra,Khlifi,1.58,3.28,0.83,0.19,2A49
Olfa,Khemiri,3.77,2.16,1.7,1.87,2A27
Hichem,Jebali,0.19,0.21,2.58,4.07,1A55
Mariem,Nasri,2.62,3.81,0.86,1.22,2A25
Hamza,Khlifi,0.37,3.6,3.22,1.25,3B11
Nadia,Chebbi,0.76,1.14,3.52,2.32,3B96
Amel,Guettari,4.59,2.11,0.37,2.78,2A35
Iheb,Turki,0.76,2.8,0.36,1.28,2A25
Rania,Hamdi,2.58,4.22,3.76,4.01,1A18
Sarra,Toumi,2.88,3.18,2.58,0.19,5NIDS7
Oumaima,Belkhir,3.53,2.87,2.27,3.2,3B93
Hatem,Rekik,1.4,1.41,4.74,0.64,2A61
Leila,Rekik,0.16,4.03,0.35,3.38,5INFINI39
Ghassen,Chouchene,2.11,4.15,4.41,1.89,3A69
Cyrine,Trabelsi,2.73,3.98,2.26,2.61,3A75
Fares,Gharbi,2.9,2.6,0.14,0.53,5IOSYS7
Sonia,Jebali,4.27,4.56,0.45,3.73,1A10
Omar,Ghanouchi,3.4,1.94,1.91,3.75,5GAMIX38
Mohamed,Ben Ali,4.12,2.52,4.16,3.16,1A77
Lina,Fourati,3.09,4.71,1.48,1.34,3A19
Sofiene,Haddad,2.8,3.06,0.49,3.47,2P30
Ines,Makni,4.5,0.88,2.16,0.6,4SIM89
Mourad,Lahmar,3.63,3.92,0.1,3.29,2A27
Sami,Miled,3.71,2.77,2.72,1.87,1A82
Amine,Nasri,3.7,3.98,2.38,3.69,3A60
Adel,Zayani,3.82,0.46,0.92,1.72,3A82
Rania,Trabelsi,4.15,4.94,0.03,4.59,1A7
Haythem,Chaabane,0.03,2.47,1.83,2.94,5SE99
Dorra,Slimani,2.75,1.86,2.75,4.91,3B81
Eya,Chaabane,2.5,1.08,2.39,4.93,2P19
Marwen,Slimani,0.54,3.12,4.83,2.77,2A25
Tarek,Ben Salah,1.97,0.32,4.67,4.6,2A25
