first_name,last_name,gender,age,nationality,hard_skills,soft_skills,teamwork,creativity,class
Zied,Toumi,Male,19,Tunisian,1.62,2.57,3.38,0.93,3B47
Wassim,Belkhir,Male,23,Tunisian,2.14,1.28,0.93,4.66,3B47
Samira,Ghanouchi,Female,23,Tunisian,0.13,1.42,4.67,2.21,3B47
Leila,Baccouche,Female,25,Tunisian,2.04,2.0,0.02,0.18,3B47
Rym,Jaziri,Female,20,Tunisian,4.57,1.43,3.72,1.55,3B47
Rim,Jlassi,Female,23,Tunisian,0.02,3.36,4.42,0.97,2P50
Bechir,Mansour,Male,25,Tunisian,3.06,3.33,2.79,4.64,2P50
Hiba,Jaziri,Female,21,Tunisian,0.0,4.16,4.65,1.72,2P50
Wafa,Khemiri,Female,21,Tunisian,1.05,2.22,1.95,3.73,2P50
Farah,Sassi,Female,18,Tunisian,4.28,0.75,0.5,2.51,2P50
Sami,Ayari,Male,19,Tunisian,2.5,2.61,1.43,4.7,2P50
Oussama,Chouchene,Male,18,Tunisian,3.79,1.69,4.14,1.57,2P50
Olfa,Cherif,Female,21,Tunisian,0.57,0.79,2.96,2.46,2P50
Ali,Toumi,Male,20,Tunisian,0.08,4.09,3.19,4.25,2P50
Salma,Trabelsi,Female,21,Tunisian,1.94,4.36,0.3,3.51,2P50
Fethi,Rekik,Male,20,Tunisian,3.25,4.58,0.9,1.07,2P50
Nabil,Slimani,Male,19,Tunisian,3.11,3.37,0.92,0.06,2P50
Lotfi,Belkhir,Male,20,Tunisian,0.14,4.29,0.11,0.3,2P50
Malika,Rahmani,Female,24,Algerian,0.41,3.65,4.6,2.16,2P50
Karim,Trabelsi,Male,18,Tunisian,4.17,3.62,4.07,0.87,2P50
Mohamed,Maaloul,Male,21,Tunisian,4.82,3.96,2.4,2.74,2P50
Nour,Khemiri,Female,23,Tunisian,3.74,4.8,2.67,1.58,2P50
Lina,Zouari,Female,24,Tunisian,0.49,1.76,3.19,3.21,2P50
Leila,Bennani,Female,18,Moroccan,1.42,2.34,1.53,1.47,2P50
Mariem,Hamdi,Female,21,Tunisian,4.49,2.62,2.19,2.48,2P50
Rim,Driss,Female,25,Tunisian,4.27,2.55,1.94,1.95,2P50
Ghassen,Guettari,Male,21,Tunisian,3.07,1.04,4.73,1.8,2P50
Iheb,Slimani,Male,21,Tunisian,3.01,0.58,0.66,4.71,2P50
Lina,Rekik,Female,39,Tunisian,0.89,1.84,3.33,2.5,2P50
Nabil,Cherif,Male,25,Tunisian,4.84,4.5,2.27,0.91,2P50
Sonia,Jebali,Female,19,Tunisian,4.83,0.74,2.99,1.59,2P50
Mahamadou,Toure,Male,23,Malian,3.5,4.25,2.62,4.36,2P50
Bechir,Bouazizi,Male,23,Tunisian,3.3,1.1,4.0,3.76,2P50
Wassim,Mansour,Male,25,Tunisian,2.89,1.64,4.95,1.17,2P50
Leila,Makni,Female,21,Tunisian,4.38,1.07,4.39,3.78,2P50
Hiba,Ben Ali,Female,23,Tunisian,1.96,4.54,2.06,1.94,2P50
Kheira,Benali,Female,23,Algerian,3.1,2.27,2.03,3.34,2P50
Said,Brahimi,Male,19,Algerian,2.46,3.2,3.98,4.14,5NIDS70
Youssef,Zayani,Male,25,Tunisian,1.72,1.46,2.63,0.82,5NIDS70
Nour,Maaloul,Female,18,Tunisian,1.49,1.16,1.46,0.25,5NIDS70
Bechir,Chouchene,Male,20,Tunisian,0.13,3.31,4.04,3.13,5NIDS70
Salma,Mejri,Female,23,Tunisian,4.72,1.39,2.41,2.54,5NIDS70
Adel,Ben Salah,Male,24,Tunisian,1.49,1.95,2.73,2.66,5NIDS70
Fethi,Haddad,Male,26,Tunisian,1.07,1.89,0.08,2.31,5NIDS70
Nabil,Ben Salah,Male,18,Tunisian,1.4,4.89,0.31,3.91,5NIDS70
Adama,Sissoko,Male,25,Malian,0.32,1.44,1.87,2.81,5NIDS70
Sami,Gharbi,Male,41,Tunisian,4.25,4.94,0.27,0.05,5NIDS70
Rym,Mejri,Female,24,Tunisian,2.3,3.97,2.13,1.92,5NIDS70
Nadia,Turki,Female,22,Tunisian,3.01,3.41,0.69,1.83,5NIDS70
Hela,Abidi,Female,21,Tunisian,2.65,3.15,3.37,4.46,5NIDS70
Ines,Mejri,Female,23,Tunisian,2.78,2.96,2.66,4.99,5NIDS70
Walid,Ghanouchi,Male,18,Tunisian,3.74,4.31,3.41,3.07,5NIDS70
Khalil,Bouazizi,Male,19,Tunisian,4.42,1.85,3.09,2.36,5NIDS70
Aicha,Messaoudi,Female,22,Algerian,2.05,0.34,0.29,0.61,5NIDS70
Meriem,Mejri,Female,22,Tunisian,1.24,0.96,3.45,4.3,5NIDS70
Awa,Cisse,Female,19,Senegalese,1.7,3.04,2.47,3.9,5NIDS70
Ahmed,Karoui,Male,18,Tunisian,1.7,3.21,3.79,0.57,5NIDS70
Hend,Rekik,Female,24,Tunisian,4.39,1.01,2.26,0.26,5NIDS70
Sonia,Ayari,Female,25,Tunisian,4.17,4.01,1.39,3.11,5NIDS70
Khadija,Bouazizi,Female,31,Tunisian,0.86,2.81,4.71,2.02,5NIDS70
Fatima,Lahlou,Female,18,Moroccan,1.07,2.36,2.91,2.69,5NIDS70
Rim,Ammar,Female,18,Tunisian,1.35,3.68,3.76,2.02,5NIDS70
Rim,Lahmar,Female,23,Tunisian,4.45,2.83,4.33,0.63,5NIDS70
Ghada,Chebbi,Female,18,Tunisian,1.21,4.96,4.62,4.51,5NIDS70
Sofiene,Chouchene,Male,23,Tunisian,2.81,4.31,3.33,1.98,5NIDS70
Amina,Guettari,Female,18,Tunisian,1.93,1.41,4.08,2.12,5NIDS70
Asma,Fourati,Female,24,Tunisian,3.23,1.66,2.4,3.24,5NIDS70
Lotfi,Rekik,Male,21,Tunisian,4.86,4.59,3.34,3.14,5NIDS70
Samira,Toumi,Female,18,Tunisian,0.16,1.21,2.2,3.72,5NIDS70
Leila,Trabelsi,Female,23,Tunisian,4.39,1.29,3.54,2.21,5NIDS70
Rania,Mejri,Female,24,Tunisian,3.54,4.8,4.48,1.27,5NIDS70
Akissi,Kone,Female,23,Ivorian,4.63,0.89,3.65,4.35,3B52
Hiba,Saidi,Female,21,Tunisian,4.14,1.51,2.98,3.98,3B52
Zied,Ben Salah,Male,18,Tunisian,4.73,3.1,3.91,2.42,3B52
Meriem,Makni,Female,20,Tunisian,4.95,4.05,4.13,2.57,3B52
Mouna,Jlassi,Female,18,Tunisian,0.63,3.11,0.31,2.29,3B52
Khadija,Salem,Female,20,Libyan,0.27,2.65,4.12,2.4,3B52
Hatem,Jlassi,Male,22,Tunisian,0.66,4.75,4.96,3.5,3B52
Hiba,Ammar,Female,18,Tunisian,0.03,0.55,0.26,3.38,3B52
Chokri,Toumi,Male,18,Tunisian,3.77,1.4,4.48,2.38,3B52
Zied,Rekik,Male,18,Tunisian,1.99,0.8,3.09,4.52,3B52
Youssef,Chouchene,Male,18,Tunisian,2.29,0.25,3.12,2.93,3B52
Adama,Thiam,Female,23,Senegalese,1.52,0.54,1.53,4.16,3B52
Mariama,Keita,Female,21,Guinean,2.62,0.73,2.28,4.55,3B52
Hend,Driss,Female,19,Tunisian,4.58,0.38,4.55,1.32,3B52
Sonia,Fourati,Female,19,Tunisian,1.53,2.74,2.48,0.64,3B52
Manel,Sassi,Female,21,Tunisian,3.36,0.95,0.18,3.4,3B52
Haythem,Cherif,Male,24,Tunisian,2.86,1.59,3.03,0.49,3B52
Eya,Nasri,Female,28,Tunisian,0.81,1.91,4.02,2.38,3B52
Wided,Karoui,Female,33,Tunisian,0.51,3.25,0.36,4.33,3B52
Modibo,Dembele,Male,23,Malian,1.23,4.16,0.35,4.01,3B52
Ismail,Chebbi,Male,22,Tunisian,0.22,1.28,3.93,1.49,3B52
Ahmed,Makni,Male,31,Tunisian,1.99,0.22,2.75,4.52,3B52
Mohamed,Cherif,Male,19,Tunisian,1.54,4.01,0.14,3.87,3B52
Mouna,Bouazizi,Female,24,Tunisian,4.31,4.67,3.6,2.26,3B52
Bilel,Makni,Male,19,Tunisian,3.21,2.8,2.72,3.89,3B52
Ibrahima,Niang,Male,19,Senegalese,3.56,0.19,1.32,2.07,3B52
Zaineb,Slimani,Female,20,Tunisian,0.6,4.41,3.69,1.41,3B52
Anis,Maaloul,Male,19,Tunisian,2.52,0.61,1.19,3.1,3B52
Fatma,Ayari,Female,19,Tunisian,2.44,2.21,3.76,0.85,3B52
Chokri,Ben Ali,Male,21,Tunisian,3.29,3.16,0.6,3.55,3B52
Zied,Fourati,Male,19,Tunisian,2.35,3.72,3.23,0.06,4NIDS13
Bilel,Jlassi,Male,18,Tunisian,4.38,1.62,1.86,2.51,4NIDS13
Tarek,Trabelsi,Male,25,Tunisian,3.12,4.53,1.05,0.4,4NIDS13
Mourad,Ghanouchi,Male,20,Tunisian,1.07,1.55,1.44,0.13,4NIDS13
Anis,Mansour,Male,21,Tunisian,4.15,2.23,0.22,1.61,4NIDS13
Hiba,Sassi,Female,19,Tunisian,1.56,3.04,0.79,3.95,4NIDS13
Asma,Ammar,Female,23,Tunisian,3.51,0.55,0.5,2.96,4NIDS13
Amine,Jlassi,Male,20,Tunisian,0.44,0.85,0.1,1.44,4NIDS13
Lina,Abidi,Female,18,Tunisian,2.37,0.25,2.65,0.8,4NIDS13
Fares,Hamdi,Male,20,Tunisian,0.46,0.39,2.66,1.38,4NIDS13
Mohamed,Regragui,Male,25,Moroccan,1.18,3.5,0.57,4.87,4NIDS13
Sarra,Chouchene,Female,25,Tunisian,4.97,4.06,1.74,4.17,4NIDS13
Manel,Trabelsi,Female,21,Tunisian,4.59,3.02,3.23,2.13,4NIDS13
Hela,Driss,Female,23,Tunisian,3.24,0.62,1.94,1.02,4NIDS13
Oussama,Mansour,Male,22,Tunisian,4.46,1.63,2.02,2.59,4NIDS13
Aymen,Chebbi,Male,21,Tunisian,1.38,2.59,2.05,4.51,4NIDS13
Meriem,Ghanouchi,Female,23,Tunisian,4.6,3.29,0.15,2.17,4NIDS13
Samira,Saidi,Female,21,Tunisian,3.8,2.16,0.46,0.07,4NIDS13
Lotfi,Mansour,Male,20,Tunisian,4.27,2.59,1.62,0.89,4NIDS13
Ali,Chebbi,Male,24,Tunisian,1.21,2.65,2.86,2.94,4NIDS13
Karim,Jlassi,Male,25,Tunisian,2.98,1.64,3.11,0.14,4NIDS13
Mame,Ndiaye,Female,23,Senegalese,4.58,3.76,4.7,1.38,4NIDS13
Ali,Saidi,Male,24,Tunisian,3.06,1.68,3.21,1.72,4NIDS13
Zaineb,Cherif,Female,22,Tunisian,1.89,0.67,0.15,0.99,4NIDS13
Mehdi,Mansour,Male,24,Tunisian,4.75,0.02,3.76,1.05,4NIDS13
Lobna,Driss,Female,24,Tunisian,3.39,3.15,3.85,4.2,4NIDS13
Ismail,Turki,Male,25,Tunisian,4.41,2.49,2.59,1.89,4NIDS13
Adel,Ben Ali,Male,18,Tunisian,4.75,4.5,4.53,0.22,4NIDS13
Khadija,Jebali,Female,23,Tunisian,4.89,2.77,0.9,3.54,4NIDS13
Ines,Rekik,Female,19,Tunisian,1.36,5.0,0.09,3.84,4NIDS13
Ghada,Trabelsi,Female,18,Tunisian,2.9,3.02,2.01,3.62,4NIDS13
Nadia,Chebbi,Female,18,Tunisian,2.85,2.41,2.6,4.39,4NIDS13
Yasmine,Jebali,Female,23,Tunisian,2.69,3.12,2.75,4.85,4NIDS13
Nadia,Mabrouk,Female,18,Tunisian,4.18,3.23,0.6,1.02,4NIDS13
Oumaima,Zouari,Female,22,Tunisian,0.97,2.47,4.16,2.65,4NIDS13
Ines,Bouazizi,Female,23,Tunisian,3.5,1.9,0.51,3.24,3B16
Fatoumata,Diallo,Female,20,Ivorian,3.81,1.5,3.58,1.84,3B16
Dorra,Driss,Female,25,Tunisian,3.66,4.99,2.37,1.82,3B16
Rim,Cherif,Female,22,Tunisian,4.85,1.86,2.77,0.4,3B16
Ines,Abidi,Female,23,Tunisian,0.53,1.53,3.82,1.54,3B16
Mariame,Keita,Female,22,Guinean,1.75,0.48,2.71,0.52,3B16
Eya,Guettari,Female,24,Tunisian,1.47,1.01,2.06,0.13,3B16
Ahmed,Chouchene,Male,24,Tunisian,1.0,0.87,1.68,4.21,3B16
Emna,Rekik,Female,19,Tunisian,0.5,2.92,4.85,3.39,3B16
Rami,Nasri,Male,27,Tunisian,1.83,1.12,3.42,4.81,3B16
Hichem,Toumi,Male,45,Tunisian,0.96,1.77,2.14,2.96,3B16
Leila,Karoui,Female,24,Tunisian,3.17,4.87,3.16,2.89,3B16
Mouna,Guettari,Female,19,Tunisian,0.77,1.13,2.96,2.62,3B16
Nour,Slimani,Female,23,Tunisian,2.48,2.22,4.77,0.27,3B16
Dorra,Cherif,Female,20,Tunisian,4.61,4.79,4.05,4.5,3B16
Ahmed,Khlifi,Male,24,Tunisian,4.18,1.59,1.44,3.27,3B16
Ghada,Turki,Female,22,Tunisian,4.28,0.65,0.58,1.11,3B16
Jacqueline,Tchinda,Female,24,Cameroonian,3.93,2.78,0.9,1.3,3B16
Rachid,Tazi,Male,18,Moroccan,2.82,4.58,0.35,2.84,3B16
Hamza,Ben Salah,Male,23,Tunisian,3.18,3.62,2.49,3.97,3B16
Adel,Ghanouchi,Male,21,Tunisian,4.09,4.57,2.47,0.96,3B16
Rachid,El Idrissi,Male,19,Moroccan,2.08,2.38,0.29,2.6,3B16
Rim,Makni,Female,23,Tunisian,1.91,4.05,3.5,4.43,3B16
Fatma,Trabelsi,Female,26,Tunisian,4.07,2.54,3.98,3.52,3B16
Hichem,Jlassi,Male,24,Tunisian,3.88,3.74,3.59,4.63,3B16
Khadija,Belkhir,Female,19,Tunisian,1.77,0.18,0.88,0.82,4DS68
Amel,Abidi,Female,19,Tunisian,3.75,2.12,2.6,1.94,4DS68
Rim,Slimani,Female,18,Tunisian,4.99,1.0,2.64,0.19,4DS68
Korotoumou,Dembele,Female,18,Malian,2.02,3.22,2.98,3.93,4DS68
Mourad,Rekik,Male,18,Tunisian,0.97,0.07,4.23,2.72,4DS68
Cyrine,Lahmar,Female,19,Tunisian,0.47,3.86,0.16,2.6,4DS68
Chaima,Guettari,Female,18,Tunisian,1.24,3.48,0.72,1.13,4DS68
Manel,Makni,Female,20,Tunisian,4.0,2.5,0.32,0.64,4DS68
Eya,Khlifi,Female,22,Tunisian,0.48,2.41,2.89,4.94,4DS68
Khadija,Abidi,Female,24,Tunisian,3.07,4.83,1.95,0.68,4DS68
Tarek,Belkhir,Male,22,Tunisian,4.52,2.46,0.39,2.89,4DS68
Zied,Abidi,Male,18,Tunisian,4.61,3.44,1.81,4.29,4DS68
Nadia,Saidi,Female,18,Tunisian,1.77,0.92,3.43,3.99,4DS68
Meriem,Karoui,Female,21,Tunisian,1.0,3.7,3.61,0.37,4DS68
Rami,Ghanouchi,Male,25,Tunisian,1.5,3.9,2.44,3.28,4DS68
Chaima,Mabrouk,Female,22,Tunisian,4.23,0.94,3.82,3.85,4DS68
Hela,Chouchene,Female,23,Tunisian,2.2,1.52,0.96,0.57,4DS68
Lobna,Lahmar,Female,20,Tunisian,0.47,1.74,0.82,3.11,4DS68
Ahou,Yao,Female,22,Ivorian,2.91,3.84,2.67,0.72,4DS68
Nadia,Guettari,Female,22,Tunisian,4.6,1.32,0.08,3.85,4DS68
Karim,Alaoui,Male,23,Moroccan,4.47,0.86,1.74,3.09,4DS68
Nadia,Touati,Female,20,Algerian,3.43,4.23,3.32,0.88,4DS68
Salma,Khlifi,Female,21,Tunisian,0.83,2.78,0.33,2.41,4DS68
Zied,Jaziri,Male,18,Tunisian,0.41,3.2,3.59,2.69,4DS68
Adel,Baccouche,Male,20,Tunisian,3.98,3.19,4.02,1.83,4DS68
Manel,Khlifi,Female,18,Tunisian,3.67,1.44,4.08,1.61,4DS68
Salma,Baccouche,Female,18,Tunisian,1.57,3.48,0.27,4.2,4DS68
Aymen,Abidi,Male,21,Tunisian,4.8,3.31,2.02,1.91,4DS68
Modou,Gueye,Male,22,Senegalese,4.24,4.98,3.93,0.95,4DS68
Sarra,Gharbi,Female,24,Tunisian,2.0,1.23,1.09,2.27,4DS68
Fares,Zayani,Male,25,Tunisian,1.83,2.44,3.41,3.83,4DS68
Aminata,Konan,Female,21,Ivorian,1.63,2.3,1.33,4.1,4DS68
Samira,Karoui,Female,23,Tunisian,0.42,0.37,2.45,3.16,4DS68
Walid,Gharbi,Male,25,Tunisian,0.13,0.78,4.09,3.44,4DS68
Amina,Hamdi,Female,37,Tunisian,4.89,4.64,2.13,1.03,5INFINI76
Ghassen,Karoui,Male,26,Tunisian,2.93,3.55,1.32,4.39,5INFINI76
Zied,Makni,Male,25,Tunisian,4.51,2.21,3.07,4.56,5INFINI76
Samira,Lahmar,Female,23,Tunisian,0.82,4.05,4.93,3.29,5INFINI76
Houria,Dahmani,Female,21,Algerian,2.47,3.18,0.74,4.18,5INFINI76
Iheb,Bouazizi,Male,19,Tunisian,1.05,4.96,1.57,3.58,5INFINI76
Wafa,Saidi,Female,24,Tunisian,2.4,2.83,4.36,0.16,5INFINI76
Serge,Moussa,Male,20,Cameroonian,2.53,2.93,1.62,2.05,5INFINI76
Bakary,Diarra,Male,28,Malian,3.24,3.17,2.58,0.13,5INFINI76
Ines,Ben Salah,Female,28,Tunisian,1.62,0.32,1.27,4.26,5INFINI76
Wided,Gharbi,Female,20,Tunisian,1.3,2.87,4.72,2.61,5INFINI76
Ines,Trabelsi,Female,18,Tunisian,3.87,3.14,1.66,2.45,5INFINI76
Ghada,Jebali,Female,41,Tunisian,0.72,0.99,2.91,3.18,5INFINI76
Foued,Cherif,Male,23,Tunisian,3.41,2.31,0.66,4.51,5INFINI76
Leila,Ghanouchi,Female,25,Tunisian,1.43,4.36,1.42,1.73,5INFINI76
Mariem,Karoui,Female,23,Tunisian,0.46,3.99,2.83,0.57,5INFINI76
Sofiene,Jaziri,Male,23,Tunisian,1.47,2.02,2.31,1.42,5INFINI76
Wided,Slimani,Female,19,Tunisian,3.47,4.21,3.45,0.28,5INFINI76
Chokri,Turki,Male,18,Tunisian,2.78,3.79,0.66,3.64,5INFINI76
Aissatou,Diallo,Female,20,Senegalese,4.6,2.64,1.0,3.96,5INFINI76
Bechir,Rekik,Male,19,Tunisian,1.8,3.62,1.85,3.67,5INFINI76
Hocine,Slimani,Male,25,Algerian,3.81,2.34,3.49,0.42,5INFINI76
Wided,Zouari,Female,22,Tunisian,2.65,2.88,2.81,2.99,5INFINI76
Mehdi,Saidi,Male,19,Tunisian,2.84,4.49,3.68,1.16,5INFINI76
Salma,Chouchene,Female,20,Tunisian,1.39,1.09,1.02,2.17,5INFINI76
Mourad,Baccouche,Male,25,Tunisian,0.79,3.28,0.42,3.27,5INFINI76
Walid,Turki,Male,18,Tunisian,2.26,2.68,1.13,3.69,3B83
Zaineb,Ghanouchi,Female,25,Tunisian,3.28,4.07,0.37,1.13,3B83
Hatem,Ammar,Male,25,Tunisian,0.6,3.72,2.15,2.01,3B83
Nabil,Ben Ali,Male,20,Tunisian,1.93,1.97,2.02,3.46,3B83
Sofiene,Sassi,Male,23,Tunisian,0.31,1.56,0.11,4.03,3B83
Wassim,Saidi,Male,24,Tunisian,3.0,0.38,1.51,4.99,3B83
Tarek,Mejri,Male,18,Tunisian,2.01,2.55,0.28,4.84,3B83
Lobna,Ammar,Female,21,Tunisian,3.56,1.41,3.1,3.88,3B83
Ahmed,Abidi,Male,18,Tunisian,2.95,2.52,4.73,2.31,3B83
Ghassen,Makni,Male,19,Tunisian,0.88,0.33,0.67,1.63,3B83
Wafa,Belkhir,Female,20,Tunisian,2.63,0.16,4.75,4.98,3B83
Cheikh,Cisse,Male,23,Senegalese,4.71,4.3,2.42,1.33,3B83
Wided,Makni,Female,25,Tunisian,0.35,0.67,1.44,3.98,3B83
Chokri,Chouchene,Male,25,Tunisian,0.35,3.26,1.43,3.9,3B83
Rym,Mansour,Female,24,Tunisian,0.29,3.21,3.14,4.3,3B83
Ismail,Cherif,Male,23,Tunisian,2.17,0.44,3.39,2.22,3B83
Mouna,Chebbi,Female,23,Tunisian,2.51,4.43,0.58,3.76,3B83
Cyrine,Chouchene,Female,19,Tunisian,3.91,3.93,2.3,2.27,3B83
Ahmed,Cherif,Male,45,Tunisian,3.01,2.7,2.66,2.98,3B83
Fethi,Karoui,Male,21,Tunisian,2.82,4.92,0.81,0.25,3B83
Yasmine,Abidi,Female,18,Tunisian,0.75,2.25,2.11,3.57,3B83
Samira,Tazi,Female,24,Moroccan,3.0,3.41,3.62,1.34,3B83
Mohamed,Alaoui,Male,20,Moroccan,2.22,1.34,3.8,4.05,3B83
Emna,Zayani,Female,18,Tunisian,4.88,4.23,0.99,1.66,3B83
Ali,Khlifi,Male,33,Tunisian,1.79,1.63,4.11,3.8,3B83
Karim,Khlifi,Male,25,Tunisian,1.32,0.52,2.36,0.59,3B83
Sabrine,Chouchene,Female,19,Tunisian,4.44,2.1,0.09,1.22,3B83
Manel,Chebbi,Female,18,Tunisian,2.02,1.16,2.69,0.61,3B83
Zaineb,Maaloul,Female,24,Tunisian,0.67,1.12,3.67,0.67,3B83
Meriem,Driss,Female,22,Tunisian,4.27,3.51,4.51,3.58,3B83
Sami,Hamdi,Male,24,Tunisian,0.3,1.66,3.78,3.08,3B83
Amina,El Idrissi,Female,22,Moroccan,1.33,0.68,3.33,0.02,3B83
Emna,Abidi,Female,19,Tunisian,3.52,3.76,1.43,0.12,3B83
Rania,Zouari,Female,18,Tunisian,0.17,1.73,0.65,4.83,3B83
Rania,Mansour,Female,25,Tunisian,2.28,4.42,0.64,3.36,3B83
Adel,Mansour,Male,22,Tunisian,0.54,2.85,1.59,4.96,5TWIN87
Yasmine,Khlifi,Female,23,Tunisian,1.68,1.79,3.69,1.85,5TWIN87
Wafa,Bouazizi,Female,21,Tunisian,0.64,3.64,4.63,1.0,5TWIN87
Rim,Mabrouk,Female,24,Tunisian,3.36,1.47,0.6,4.45,5TWIN87
Skander,Maaloul,Male,23,Tunisian,4.22,3.85,1.24,1.31,5TWIN87
Dorra,Abidi,Female,20,Tunisian,1.3,1.66,3.92,4.2,5TWIN87
Chokri,Mejri,Male,23,Tunisian,3.59,1.67,0.44,1.41,5TWIN87
Youssef,Driss,Male,19,Tunisian,3.78,3.0,0.28,3.48,5TWIN87
Asma,Turki,Female,25,Tunisian,1.22,1.97,3.46,3.13,5TWIN87
Bechir,Guettari,Male,19,Tunisian,1.28,3.3,3.85,2.24,5TWIN87
Foued,Hamdi,Male,18,Tunisian,1.1,2.47,0.01,1.5,5TWIN87
Mohamed,Ben Salah,Male,25,Tunisian,1.85,3.25,2.96,1.59,5TWIN87
Mouna,Cherif,Female,25,Tunisian,0.71,3.51,1.32,0.62,5TWIN87
Hatem,Hamdi,Male,25,Tunisian,3.64,2.43,0.38,2.74,5TWIN87
Khadija,Lahmar,Female,25,Tunisian,2.94,1.16,0.99,2.87,5TWIN87
Cheick,Kone,Male,23,Malian,0.14,4.73,2.34,2.53,5TWIN87
Tarek,Ben Ali,Male,23,Tunisian,3.6,4.9,0.4,2.89,5TWIN87
Nour,Saidi,Female,22,Tunisian,2.16,2.36,2.68,3.94,5TWIN87
Ghada,Ben Ali,Female,24,Tunisian,0.72,4.93,0.01,1.76,5TWIN87
Salma,Ghanouchi,Female,25,Tunisian,0.11,0.97,3.64,2.66,5TWIN87
Amel,Lahmar,Female,24,Tunisian,4.93,0.38,3.16,3.24,5TWIN87
Samira,Turki,Female,20,Tunisian,4.66,1.4,3.81,0.43,5TWIN87
Mariem,Zouari,Female,25,Tunisian,4.46,2.67,2.32,1.31,5TWIN87
Dorra,Mansour,Female,22,Tunisian,4.73,1.66,1.57,2.4,5TWIN87
Rim,Trabelsi,Female,35,Tunisian,0.58,2.08,0.81,2.2,5TWIN87
Djillali,Mansouri,Male,19,Algerian,0.68,0.92,0.42,0.8,2A58
Aymen,Karoui,Male,18,Tunisian,4.08,2.06,1.88,4.03,2A58
Nabil,Rekik,Male,24,Tunisian,3.32,4.39,4.35,3.12,2A58
Bechir,Turki,Male,22,Tunisian,0.24,4.52,0.47,1.51,2A58
Adel,Fourati,Male,25,Tunisian,4.93,4.76,3.51,2.56,2A58
Hatem,Jebali,Male,24,Tunisian,3.44,4.35,3.45,1.24,2A58
Rabah,Saidi,Male,20,Algerian,3.5,1.36,2.76,4.53,2A58
Nour,Ayari,Female,18,Tunisian,4.32,4.31,3.65,4.72,2A58
Nizar,Ben Ali,Male,18,Tunisian,1.55,2.85,4.22,4.04,2A58
Walid,Ben Ali,Male,25,Tunisian,2.54,2.52,0.57,2.51,2A58
Solange,Tchinda,Female,40,Cameroonian,2.86,4.01,0.91,2.28,2A58
Hiba,Trabelsi,Female,21,Tunisian,2.1,4.35,4.49,0.61,2A58
Fatma,Bouazizi,Female,19,Tunisian,1.26,2.8,3.71,2.4,2A58
Emna,Ben Ali,Female,20,Tunisian,3.02,2.68,1.75,4.79,2A58
Amina,Lahmar,Female,20,Tunisian,2.66,2.76,4.86,0.23,2A58
Rania,Nasri,Female,24,Tunisian,4.05,3.45,1.34,3.61,2A58
Lobna,Nasri,Female,21,Tunisian,1.44,1.81,4.12,0.34,2A58
Alpha,Conde,Male,19,Guinean,2.0,3.45,1.86,2.97,2A58
Sami,Ghanouchi,Male,22,Tunisian,3.16,3.74,0.04,3.13,2A58
Iheb,Haddad,Male,21,Tunisian,0.32,3.84,4.49,1.6,2A58
Bouchra,Mansouri,Female,37,Moroccan,0.45,2.0,4.69,2.94,2A58
Foued,Jaziri,Male,25,Tunisian,1.01,0.32,2.33,0.15,2A58
Hatem,Bouazizi,Male,18,Tunisian,3.2,0.28,2.52,2.64,2A58
Sofiene,Belkhir,Male,25,Tunisian,2.91,1.18,0.79,2.75,2A58
Ahmed,Mansour,Male,21,Tunisian,4.29,0.88,4.63,1.54,2A58
Daouda,Kone,Male,24,Ivorian,4.73,2.0,4.56,3.2,2A58
Skander,Sassi,Male,22,Tunisian,0.45,3.94,3.87,1.89,4BI80
Aminata,Bah,Female,20,Guinean,4.12,2.86,3.4,3.14,4BI80
Skander,Mabrouk,Male,23,Tunisian,1.31,1.04,4.59,1.2,4BI80
Fatma,Mansour,Female,19,Tunisian,0.46,1.59,1.17,4.68,4BI80
Marwen,Khlifi,Male,22,Tunisian,4.8,2.23,1.17,0.91,4BI80
Zainab,Ali,Female,23,Libyan,3.87,3.87,4.05,3.24,4BI80
Farah,Hamdi,Female,20,Tunisian,2.94,1.94,2.92,0.43,4BI80
Hend,Ben Salah,Female,19,Tunisian,3.64,4.8,1.48,0.37,4BI80
Ali,Ayari,Male,23,Tunisian,3.01,0.25,3.22,1.87,4BI80
Siwar,Gharbi,Female,18,Tunisian,4.34,1.56,0.59,3.18,4BI80
Samia,Messaoudi,Female,21,Algerian,1.03,0.47,3.74,0.03,4BI80
Eya,Zouari,Female,19,Tunisian,2.2,1.21,0.42,2.15,4BI80
Nour,Cherif,Female,21,Tunisian,1.02,2.9,0.3,1.53,4BI80
Haythem,Ghanouchi,Male,25,Tunisian,2.97,1.0,0.93,4.89,4BI80
Nadia,Ghanouchi,Female,18,Tunisian,2.52,3.21,4.5,4.63,4BI80
Rania,Zayani,Female,25,Tunisian,1.95,3.0,1.54,2.49,4BI80
Meriem,Cherif,Female,19,Tunisian,0.45,2.34,2.76,1.65,4BI80
Dorra,Trabelsi,Female,20,Tunisian,2.58,1.04,0.64,1.33,4BI80
Bakary,Keita,Male,21,Malian,3.17,4.96,4.04,2.42,4BI80
Hamza,Toumi,Male,20,Tunisian,0.75,1.42,1.83,4.55,4BI80
Skander,Lahmar,Male,25,Tunisian,0.04,0.85,3.59,1.24,4BI80
Hiba,Makni,Female,24,Tunisian,3.61,4.28,2.19,4.65,4BI80
