first_name,last_name,gender,age,nationality,hard_skills,soft_skills,teamwork,creativity,class
Theresa,Rowe,Female,39,Cameroonian,2.96,0.32,0.71,2.3,2C55
Autumn,Perry,Male,24,Malian,2.91,2.31,4.38,2.94,2C55
Deborah,Johnston,Female,27,Algerian,4.58,4.05,1.74,0.39,1A100
Matthew,Contreras,Female,36,Cameroonian,4.67,3.58,1.99,0.41,3B88
Dana,Gilbert,Male,36,Cameroonian,2.42,2.65,3.77,4.55,1A100
Brian,Dodson,Male,41,Algerian,0.82,1.05,1.82,4.91,2C55
Tracy,Kelly,Male,28,Cameroonian,0.91,0.97,4.21,1.54,2C55
James,White,Male,23,Moroccan,4.07,2.16,2.6,3.26,3B88
Charles,Buchanan,Female,30,Moroccan,0.41,2.07,0.06,1.35,1A100
Erik,Martinez,Male,21,Egyptian,2.88,2.62,4.19,1.39,4D20
Joel,Martinez,Male,42,Senegalese,4.92,1.93,3.41,1.33,4D20
Shawn,Beltran,Female,39,Malian,1.96,1.85,0.99,3.59,4D20
Julie,Stephens,Female,27,Libyan,0.48,1.45,4.91,1.0,4D20
Joshua,Walker,Female,30,Egyptian,1.37,3.22,0.44,1.39,4D20
Marcus,Smith,Male,37,Libyan,3.84,1.29,1.8,0.59,4D20
Kimberly,Williams,Male,36,Algerian,4.98,3.38,1.36,3.31,1A100
Michael,Sullivan,Male,19,Senegalese,4.57,0.89,0.06,1.39,3B88
Guy,Johnston,Female,42,Tunisian,2.88,1.27,1.15,2.1,1A100
William,Clark,Male,45,Moroccan,4.27,0.11,4.87,2.49,3B88
Anthony,Miller,Male,19,Algerian,2.29,4.08,0.09,3.73,1A100
Christopher,Harris,Male,43,Libyan,4.98,0.12,0.8,1.49,1A100
Shannon,Campbell,Female,43,Libyan,4.2,0.14,3.15,2.33,1A100
Wendy,Ray,Male,32,Malian,3.65,2.18,1.19,3.91,1A100
Stephen,Delgado,Male,41,Egyptian,4.34,1.21,1.16,0.62,1A100
Christopher,Carter,Male,32,Libyan,0.98,3.51,3.99,0.8,2C55
Kimberly,Cohen,Female,41,Egyptian,0.75,2.18,1.7,1.68,1A100
Mary,Wheeler,Female,23,Algerian,1.84,3.89,0.5,2.35,2C55
George,Cox,Male,39,Libyan,0.1,2.91,0.15,4.48,3B88
Richard,Hernandez,Male,20,Algerian,1.99,1.7,0.39,2.39,1A100
Sierra,Cain,Male,25,Algerian,0.29,3.56,3.97,4.65,2C55
Michael,Fletcher,Female,40,Malian,2.27,0.52,3.66,2.76,4D20
Brandon,Miller,Female,43,Libyan,0.49,0.25,4.13,3.51,1A100
Virginia,Sutton,Female,26,Cameroonian,0.83,1.05,1.96,2.08,4D20
Mary,Cabrera,Female,32,Libyan,3.08,2.7,4.41,3.03,3B88
Jessica,Adkins,Female,37,Libyan,4.06,3.76,1.52,4.58,4D20
Cody,White,Female,20,Egyptian,1.68,3.48,3.56,3.41,2C55
Susan,Leon,Male,20,Algerian,2.67,3.54,1.78,2.33,3B88
Anthony,Clark,Female,30,Algerian,0.05,1.96,2.24,4.52,1A100
Jeffrey,Silva,Male,43,Moroccan,4.42,2.2,4.0,1.76,2C55
Keith,Smith,Male,26,Moroccan,0.88,4.94,3.2,2.78,3B88
Hector,Schneider,Female,40,Moroccan,4.43,1.94,0.88,3.77,1A100
Molly,Smith,Male,23,Malian,2.14,3.14,1.47,2.3,3B88
Yolanda,Mclean,Male,37,Moroccan,4.01,1.77,4.06,0.54,1A100
Christina,Torres,Female,45,Egyptian,1.38,3.44,0.61,3.46,3B88
Tiffany,Cowan,Female,34,Egyptian,1.62,1.63,2.84,3.12,2C55
Hayley,Brooks,Male,30,Moroccan,4.67,0.81,3.49,1.38,1A100
Antonio,Ruiz,Female,23,Cameroonian,0.25,1.58,2.53,1.67,1A100
Russell,Robles,Male,26,Egyptian,4.38,1.14,1.27,2.31,2C55
Denise,Rodgers,Female,19,Egyptian,0.49,3.45,4.41,0.87,3B88
Maria,Best,Male,42,Moroccan,4.87,2.84,1.82,0.59,1A100
Brandy,Lee,Male,29,Egyptian,2.3,0.36,1.27,0.38,4D20
Michael,Yang,Female,42,Cameroonian,2.19,0.92,0.95,4.12,2C55
Crystal,Bond,Female,36,Algerian,0.7,2.78,4.12,1.05,4D20
Erika,Larson,Male,40,Egyptian,3.68,2.32,1.71,2.19,1A100
Gregory,Williams,Male,40,Tunisian,0.12,2.1,0.37,2.75,3B88
Ashley,Richards,Male,43,Moroccan,3.96,4.46,1.33,2.41,1A100
Daniel,Esparza,Male,43,Cameroonian,1.14,2.93,1.69,2.88,2C55
Jennifer,Nelson,Female,44,Libyan,1.08,1.68,3.52,0.05,1A100
Brian,Owens,Female,41,Libyan,0.95,0.03,2.75,4.13,3B88
James,Jordan,Female,23,Senegalese,3.12,0.45,2.43,0.19,1A100
Andrew,Lopez,Male,18,Tunisian,4.58,4.07,4.74,0.99,4D20
Zachary,Lawrence,Male,34,Moroccan,4.05,4.47,4.21,3.81,1A100
David,Wagner,Male,43,Egyptian,2.46,4.98,3.73,0.37,3B88
Jason,Barrett,Male,23,Moroccan,1.91,1.22,4.76,3.59,1A100
Linda,Friedman,Male,40,Egyptian,1.74,2.18,0.42,2.78,1A100
Carrie,Rhodes,Female,41,Libyan,0.99,1.38,1.83,0.97,3B88
Stephanie,Tate,Female,35,Libyan,3.21,2.79,4.27,4.11,1A100
William,Brown,Male,40,Tunisian,1.04,4.72,1.98,2.23,4D20
Sabrina,Brown,Female,25,Egyptian,4.62,4.5,0.33,0.99,4D20
Vanessa,Greer,Male,45,Algerian,3.66,0.75,4.6,2.19,3B88
Jennifer,Douglas,Male,22,Libyan,1.73,3.73,0.55,0.97,4D20
Stephanie,Howell,Male,38,Senegalese,3.44,3.51,2.53,3.44,1A100
Daniel,Winters,Female,37,Cameroonian,2.32,0.47,0.23,4.62,4D20
Julie,Allen,Male,21,Malian,4.35,1.67,3.21,4.4,4D20
Tina,Reese,Male,22,Senegalese,3.26,1.9,4.18,3.05,3B88
Brian,Flores,Male,20,Tunisian,1.31,3.15,2.31,2.23,1A100
Caroline,Hall,Female,25,Egyptian,1.5,3.38,0.45,2.54,3B88
Kimberly,Lewis,Female,37,Malian,3.84,2.56,3.03,3.54,3B88
Monica,Perez,Female,38,Cameroonian,0.63,0.84,0.77,3.6,1A100
Emily,Estrada,Female,34,Moroccan,0.29,3.28,4.4,3.71,2C55
James,Wilson,Male,39,Egyptian,3.63,0.98,3.17,1.87,2C55
Katherine,Walker,Male,34,Libyan,0.32,2.16,1.47,1.1,4D20
Jacqueline,Simpson,Female,21,Moroccan,0.38,1.19,2.61,4.46,4D20
Brenda,Love,Male,41,Malian,0.69,0.76,0.38,2.22,4D20
Emily,Cooper,Female,18,Algerian,1.43,1.93,4.18,3.23,4D20
George,Olson,Female,38,Malian,1.92,2.09,1.14,4.05,2C55
Savannah,Williams,Female,28,Senegalese,4.42,0.58,0.5,4.95,3B88
Brenda,Fletcher,Male,30,Moroccan,2.21,0.13,2.08,1.71,2C55
Joanne,Dixon,Female,20,Tunisian,2.24,3.93,1.9,0.64,4D20
Joan,Moyer,Male,21,Moroccan,2.63,4.64,1.49,2.06,2C55
Stephanie,Reyes,Male,22,Algerian,2.97,4.78,0.05,3.84,2C55
Rebecca,Johnston,Female,40,Algerian,3.5,2.89,0.41,1.5,2C55
Nicholas,Goodwin,Female,26,Libyan,3.96,0.42,1.92,0.13,2C55
Brett,Cabrera,Male,29,Algerian,2.11,3.38,3.69,1.05,1A100
Kelly,Ritter,Male,24,Egyptian,0.12,2.31,0.99,4.99,4D20
Joshua,Valdez,Male,18,Senegalese,2.99,0.88,2.1,2.12,3B88
Thomas,Jones,Male,24,Cameroonian,1.47,4.13,3.76,2.38,3B88
Kevin,Wood,Male,30,Moroccan,4.1,4.92,2.72,1.58,3B88
Dennis,Taylor,Male,18,Algerian,3.8,0.03,1.23,2.53,4D20
Jeffrey,Burton,Female,25,Libyan,1.36,3.66,3.62,1.33,3B88
Hunter,Lopez,Female,25,Egyptian,2.95,3.71,4.49,4.94,3B88
Mary,Johnson,Male,25,Algerian,2.71,2.94,1.2,2.89,3B88
Maria,Jackson,Male,44,Senegalese,4.58,4.64,4.46,0.49,3B88
Anita,Morrison,Male,39,Tunisian,1.93,2.73,4.99,4.73,1A100
Todd,Brown,Male,29,Senegalese,3.0,1.29,1.0,1.62,2C55
Troy,Torres,Male,18,Libyan,1.47,3.29,0.63,2.66,4D20
Tina,Powers,Female,18,Senegalese,3.42,1.65,3.11,4.43,1A100
Nathan,Day,Male,20,Malian,1.13,4.97,3.72,2.99,3B88
Connor,Stewart,Male,34,Senegalese,0.08,2.79,2.23,1.81,4D20
Christopher,Hawkins,Male,22,Algerian,3.64,0.71,0.21,4.63,4D20
Kevin,Thompson,Female,23,Moroccan,4.79,2.65,3.12,1.9,1A100
Vincent,Jones,Female,38,Algerian,3.05,2.71,0.38,2.14,2C55
Joe,Nichols,Female,40,Moroccan,4.53,2.27,2.11,0.95,3B88
James,Contreras,Male,40,Cameroonian,1.61,1.52,0.93,2.18,3B88
Ruben,Adkins,Female,37,Malian,0.81,2.09,3.54,2.61,4D20
Evan,Berg,Female,22,Algerian,2.95,4.59,2.08,0.67,1A100
Lisa,Peterson,Female,30,Cameroonian,0.59,1.46,1.51,3.21,2C55
Kellie,Lee,Male,37,Moroccan,0.74,2.62,3.62,3.1,3B88
Eric,Patel,Female,38,Tunisian,1.66,2.15,2.11,0.52,1A100
Ashley,Henderson,Male,40,Egyptian,1.29,4.68,4.62,0.93,1A100
Patricia,Burton,Male,41,Algerian,2.27,0.73,4.17,4.17,1A100
Wayne,Roach,Male,43,Algerian,3.49,1.42,3.2,0.12,1A100
Robin,King,Male,27,Algerian,4.16,3.0,2.47,4.65,3B88
Sarah,Martin,Male,45,Senegalese,4.23,1.32,3.09,0.79,3B88
Heather,Dawson,Female,42,Malian,1.17,2.4,1.52,4.1,2C55
Melanie,Reed,Male,38,Egyptian,2.26,3.49,4.07,2.66,4D20
Travis,Robinson,Male,21,Algerian,2.76,0.64,3.63,3.05,1A100
Leslie,Li,Male,24,Libyan,1.38,3.11,4.73,1.12,4D20
Steven,Franklin,Male,30,Algerian,3.19,1.67,0.21,3.07,1A100
Sara,Montgomery,Female,22,Malian,2.45,2.94,0.33,4.78,2C55
Daniel,Welch,Female,38,Libyan,2.15,1.54,2.39,0.09,2C55
Leslie,Bennett,Male,20,Algerian,4.18,2.46,0.63,3.43,1A100
Sarah,Sanchez,Male,38,Senegalese,1.99,0.06,2.66,1.66,2C55
Aaron,White,Female,44,Malian,3.05,0.36,0.14,3.96,2C55
Tamara,Miranda,Female,18,Egyptian,1.64,1.6,0.66,3.62,3B88
Christine,Rodriguez,Female,24,Egyptian,3.02,0.91,2.22,1.42,1A100
Stephen,Nunez,Male,27,Tunisian,1.94,4.0,4.74,3.14,1A100
Hannah,Ross,Male,44,Egyptian,4.94,1.07,4.45,1.7,3B88
Mark,Jones,Male,43,Egyptian,1.04,0.73,0.41,2.2,4D20
John,Harrison,Female,36,Libyan,4.18,1.41,2.29,3.59,3B88
Christopher,Williams,Female,25,Senegalese,3.28,4.24,2.58,2.81,3B88
Jeremiah,Hawkins,Female,37,Algerian,3.33,1.6,1.13,0.04,1A100
Mckenzie,Kent,Female,23,Tunisian,0.25,1.4,4.91,1.37,1A100
Robert,Brown,Male,23,Algerian,4.15,2.32,2.65,3.84,2C55
Peter,Norton,Female,31,Tunisian,0.22,1.85,2.83,2.14,4D20
Ann,Morales,Female,29,Algerian,4.65,4.36,3.11,3.85,3B88
Justin,Gilbert,Male,18,Egyptian,1.75,1.98,2.64,3.6,4D20
Gregory,Haley,Female,28,Algerian,2.11,4.8,3.6,3.39,1A100
Richard,Solis,Male,30,Malian,0.79,1.1,4.03,3.22,1A100
Dana,Oconnor,Female,21,Malian,3.66,0.23,2.11,2.86,2C55
Jasmin,Wilkins,Female,38,Cameroonian,1.54,3.01,4.27,3.84,1A100
Penny,Walker,Female,23,Libyan,1.4,3.63,4.66,4.89,4D20
Michele,Branch,Male,33,Malian,1.06,3.93,3.19,2.5,2C55
Beverly,Cooley,Female,26,Malian,1.48,4.17,4.59,0.03,4D20
Erin,Oneill,Female,20,Algerian,2.14,2.97,1.67,4.48,1A100
Angela,Cherry,Female,41,Moroccan,2.83,2.29,4.1,1.28,1A100
Michael,Hall,Male,18,Senegalese,3.61,4.15,2.35,2.32,2C55
James,Warner,Female,25,Algerian,1.17,3.05,0.83,1.26,1A100
Brandi,Macdonald,Female,22,Egyptian,0.6,1.35,2.78,1.0,2C55
Beth,Edwards,Female,20,Algerian,1.48,2.61,1.06,3.09,3B88
Christina,Hamilton,Female,23,Algerian,2.84,2.58,1.48,1.63,4D20
Brandy,Reyes,Male,28,Algerian,4.82,2.7,1.09,4.37,2C55
Michael,Mitchell,Female,43,Cameroonian,4.31,1.16,2.56,2.65,1A100
Heather,Rose,Male,28,Egyptian,4.78,0.71,4.09,3.01,4D20
Autumn,Peters,Male,30,Egyptian,3.79,1.85,1.24,3.1,2C55
Emily,Woods,Female,18,Libyan,4.1,3.57,0.93,3.7,2C55
Edward,Bryan,Female,31,Malian,0.91,3.45,2.18,3.66,2C55
Rebecca,Jimenez,Female,26,Cameroonian,1.41,1.4,1.38,1.21,4D20
Melvin,Ferguson,Male,26,Moroccan,3.05,4.18,3.03,4.25,1A100
Michael,Scott,Male,23,Malian,3.79,2.41,0.92,2.58,4D20
William,Guzman,Male,30,Cameroonian,1.41,0.87,1.55,4.78,3B88
Erin,Weber,Female,36,Malian,4.93,4.91,4.97,0.08,3B88
Douglas,Baker,Female,37,Tunisian,2.0,3.49,3.43,3.29,4D20
William,Miller,Female,24,Cameroonian,1.33,0.06,4.44,3.78,1A100
Benjamin,Holmes,Male,41,Libyan,3.37,4.7,4.11,0.35,1A100
Theresa,Alexander,Male,41,Algerian,4.86,3.77,3.75,1.55,4D20
Alexa,Carter,Female,44,Libyan,3.32,3.04,1.59,3.21,2C55
Rebecca,Fischer,Female,18,Senegalese,1.51,0.03,4.55,2.13,1A100
Karina,Moore,Female,39,Moroccan,0.34,2.27,2.99,3.5,1A100
Don,Vasquez,Female,37,Cameroonian,0.14,0.97,3.31,3.76,3B88
Christian,Nelson,Female,44,Cameroonian,3.09,1.05,4.63,4.31,2C55
Ryan,Stephens,Female,24,Libyan,3.05,2.89,4.08,3.24,3B88
Alexis,Powell,Male,42,Moroccan,3.82,0.93,1.71,1.2,2C55
Jason,Thompson,Male,30,Senegalese,2.59,2.51,1.26,2.04,3B88
Jimmy,Cooley,Male,18,Libyan,4.64,4.7,3.34,0.97,1A100
Amanda,Hutchinson,Female,35,Cameroonian,3.95,1.34,3.8,1.07,3B88
Carolyn,Farley,Female,28,Cameroonian,0.19,0.37,3.88,4.29,4D20
Kristen,Chavez,Female,44,Cameroonian,0.8,3.98,0.34,0.99,2C55
Timothy,Wilson,Female,27,Senegalese,0.28,1.0,2.18,1.11,4D20
Drew,Anderson,Female,20,Tunisian,2.64,2.53,4.5,0.89,1A100
Katherine,Stevenson,Male,20,Malian,3.68,3.25,1.77,3.46,4D20
Karen,Maldonado,Female,31,Senegalese,1.1,0.52,1.96,2.32,3B88
Robert,Figueroa,Male,45,Cameroonian,4.87,3.33,0.88,1.31,2C55
Colton,Gonzalez,Female,35,Senegalese,3.63,3.51,4.47,3.67,3B88
Donald,Cochran,Female,24,Moroccan,2.27,2.56,4.71,2.24,2C55
Brooke,Rogers,Male,38,Egyptian,1.72,0.93,2.55,0.08,4D20
Duane,Fritz,Female,28,Tunisian,1.35,2.06,4.13,3.62,2C55
Caroline,Myers,Female,26,Moroccan,1.94,4.19,3.68,3.82,4D20
Judy,Lewis,Male,31,Malian,3.15,2.61,3.87,3.51,1A100
Crystal,Cochran,Male,26,Malian,0.01,4.6,0.65,0.38,2C55
Jennifer,Singleton,Female,30,Malian,2.0,2.7,0.96,3.1,4D20
Catherine,Glover,Male,45,Malian,2.47,4.56,3.86,4.15,3B88
Aaron,Cunningham,Female,36,Tunisian,0.87,4.09,0.64,0.07,4D20
Joseph,Palmer,Female,20,Moroccan,2.04,3.6,0.95,1.33,4D20
Brooke,Lynn,Female,19,Libyan,4.47,0.26,2.26,4.14,4D20
Gregory,James,Female,18,Tunisian,2.22,0.15,2.15,2.73,3B88
Jesse,Smith,Male,19,Algerian,4.27,4.13,4.1,3.01,1A100
Kelly,Lawrence,Male,42,Tunisian,2.94,2.78,3.06,0.68,4D20
Jeffrey,Erickson,Female,24,Malian,3.41,4.62,4.22,2.5,3B88
Kathy,Powers,Female,34,Malian,1.06,1.24,2.59,0.51,1A100
Natasha,Nguyen,Male,35,Libyan,3.51,3.21,2.42,0.59,4D20
Sarah,Gilmore,Male,23,Malian,4.47,1.7,4.66,0.7,4D20
Gloria,Massey,Female,27,Algerian,1.16,1.62,3.96,4.31,1A100
Mark,Martin,Male,41,Libyan,1.0,4.57,1.35,1.97,2C55
Robin,Ortiz,Male,24,Algerian,1.35,4.64,3.5,2.9,4D20
Mia,Walker,Male,43,Moroccan,3.58,4.88,0.37,0.28,4D20
Jennifer,Baker,Female,35,Senegalese,2.75,2.76,1.53,1.25,2C55
Rachel,Smith,Male,33,Algerian,4.71,3.16,0.57,3.36,1A100
Scott,Moore,Male,35,Tunisian,1.47,4.09,1.05,0.51,1A100
Julia,Perez,Male,35,Libyan,1.45,1.82,2.48,0.74,4D20
Peggy,Guerrero,Female,25,Libyan,2.98,4.83,1.19,1.24,3B88
Danielle,Brewer,Male,44,Tunisian,2.08,0.45,2.67,0.82,4D20
Todd,Brown,Male,25,Egyptian,1.78,3.32,4.24,0.01,4D20
John,Alvarez,Male,19,Egyptian,1.52,0.35,4.06,1.76,1A100
Amanda,Marsh,Female,34,Moroccan,3.27,4.98,1.46,4.29,3B88
Jennifer,Banks,Male,43,Moroccan,1.01,0.3,0.28,1.48,4D20
Steven,Lopez,Female,43,Senegalese,2.28,3.23,1.42,1.78,1A100
Brian,Davis,Female,28,Senegalese,1.06,1.57,3.17,4.39,1A100
Amber,Roberts,Female,32,Senegalese,2.97,0.91,2.26,0.38,2C55
Cynthia,Brown,Female,27,Algerian,3.48,4.58,4.74,4.91,3B88
Alison,Hernandez,Female,28,Egyptian,2.11,2.54,3.88,2.33,3B88
Susan,Allen,Female,33,Algerian,2.09,4.67,3.85,3.82,1A100
Amy,Ortiz,Female,39,Malian,0.51,0.99,0.21,1.65,4D20
David,Wood,Female,42,Cameroonian,0.39,2.48,4.35,3.55,1A100
Eddie,Guerrero,Female,33,Algerian,1.65,3.3,4.7,4.33,3B88
Lisa,Levy,Female,33,Egyptian,1.95,3.81,2.31,2.89,1A100
Andrew,Sanchez,Female,20,Moroccan,1.0,4.5,3.11,4.38,3B88
Megan,Hoffman,Male,26,Libyan,2.87,2.47,2.12,3.41,4D20
Laura,Montoya,Female,34,Moroccan,3.64,3.5,4.26,4.5,4D20
Danielle,Castillo,Male,33,Egyptian,4.25,3.89,0.15,2.26,2C55
Jose,Campbell,Female,22,Malian,0.09,0.45,2.73,0.0,1A100
Melissa,Taylor,Male,29,Algerian,0.58,3.4,2.35,4.51,1A100
Shaun,Ford,Female,43,Egyptian,4.47,0.7,0.93,4.95,2C55
Kimberly,Perez,Male,38,Malian,1.71,3.72,4.53,1.2,3B88
Richard,Castro,Male,38,Egyptian,0.57,0.74,4.44,2.73,1A100
Larry,Robinson,Male,33,Egyptian,4.88,0.99,0.43,3.54,1A100
Theresa,Martin,Female,37,Egyptian,4.56,0.37,3.93,4.66,4D20
Seth,Garcia,Female,32,Cameroonian,0.44,2.82,4.07,4.64,1A100
Brittney,Riley,Male,35,Egyptian,1.45,1.1,4.92,3.91,3B88
Kayla,Baker,Female,37,Tunisian,3.86,3.05,3.42,4.31,3B88
Marcus,Lyons,Male,35,Moroccan,0.65,1.45,4.19,0.55,2C55
Elizabeth,Mann,Female,37,Senegalese,4.03,0.94,1.99,3.15,3B88
Guy,Rush,Female,23,Libyan,1.49,0.71,3.5,1.82,4D20
Miguel,Cuevas,Female,34,Tunisian,3.06,3.14,1.45,4.58,4D20
Dana,Stevens,Male,27,Algerian,2.9,4.88,2.97,3.12,3B88
James,Landry,Female,35,Libyan,3.59,3.47,0.4,2.24,4D20
Donna,Fisher,Male,26,Cameroonian,4.27,0.98,0.73,0.47,2C55
Michelle,Landry,Female,21,Cameroonian,0.87,3.4,3.33,1.48,4D20
Philip,Smith,Female,37,Algerian,3.09,2.31,4.14,2.79,2C55
Jeffrey,Smith,Male,34,Tunisian,4.69,2.17,3.49,4.07,2C55
Jenny,Williams,Female,27,Moroccan,4.36,4.79,0.59,1.31,2C55
Kevin,Mata,Male,26,Malian,3.69,1.09,0.24,3.76,3B88
Paige,Hughes,Female,22,Algerian,0.37,2.68,4.41,4.25,1A100
Lisa,Austin,Female,26,Senegalese,1.65,2.42,2.03,2.18,2C55
Lisa,Dalton,Female,29,Cameroonian,0.34,3.97,0.76,2.24,1A100
Justin,Murphy,Male,41,Malian,0.78,1.15,2.76,1.38,4D20
Linda,Park,Female,36,Malian,0.08,4.87,1.27,1.17,3B88
Todd,Lara,Female,28,Senegalese,2.24,1.23,1.59,1.26,3B88
Sharon,Taylor,Female,18,Cameroonian,2.49,3.41,4.31,2.47,4D20
Kaylee,Gutierrez,Female,39,Algerian,4.06,0.85,3.49,3.46,2C55
Joshua,Hurst,Male,36,Tunisian,1.35,4.01,4.09,1.37,2C55
Kelsey,Mcconnell,Female,40,Libyan,2.83,1.02,3.99,2.22,1A100
Shannon,Sawyer,Female,40,Algerian,4.71,2.3,3.1,3.38,4D20
Cindy,Lowe,Male,43,Moroccan,2.4,2.81,1.51,0.48,1A100
Nicole,Barber,Male,41,Senegalese,1.49,1.12,0.72,4.51,4D20
Christopher,Russell,Male,29,Algerian,0.68,3.31,3.19,3.66,2C55
Tracy,Johnson,Female,22,Cameroonian,3.53,3.67,0.08,1.44,2C55
Anna,Mcgee,Male,35,Tunisian,1.34,4.59,4.81,2.23,2C55
Lindsay,Bentley,Male,28,Algerian,0.71,3.81,0.46,3.98,2C55
David,Ramirez,Female,24,Senegalese,2.79,3.77,2.57,3.95,1A100
Ashlee,Heath,Male,43,Libyan,0.04,1.0,2.06,4.53,2C55
Stephen,Heath,Male,32,Algerian,4.22,4.37,4.93,4.19,4D20
Brian,Cole,Male,45,Libyan,0.84,1.47,2.37,3.49,2C55
Sabrina,Cameron,Male,27,Tunisian,4.62,3.46,3.37,4.15,1A100
Taylor,Garza,Male,43,Malian,4.15,3.29,4.68,1.61,3B88
Andrew,Edwards,Male,18,Moroccan,0.97,1.73,4.54,2.89,1A100
Patricia,Vance,Male,32,Moroccan,3.84,3.63,3.55,2.6,4D20
Zachary,Maxwell,Male,26,Tunisian,1.69,3.21,2.99,3.53,2C55
Stephen,Garner,Male,38,Tunisian,1.97,3.22,2.32,4.3,1A100
Bryan,George,Male,27,Algerian,0.87,0.93,2.2,2.91,3B88
Laura,Chen,Female,35,Moroccan,3.71,4.4,1.85,0.3,1A100
Amanda,Hunt,Male,36,Tunisian,4.38,0.75,3.21,2.66,3B88
David,Whitaker,Female,21,Egyptian,2.56,3.28,2.26,4.57,1A100
David,Knight,Male,40,Moroccan,3.28,4.32,0.21,1.31,1A100
Heather,Russell,Male,19,Malian,0.66,2.53,0.14,0.18,1A100
Barry,Delgado,Female,18,Cameroonian,0.19,2.39,3.91,0.24,2C55
Tonya,Burns,Male,44,Algerian,0.46,2.2,3.1,1.95,4D20
Michael,Mullins,Male,45,Cameroonian,0.26,2.75,2.13,4.52,4D20
Jennifer,Long,Male,30,Senegalese,0.97,3.96,2.61,0.95,1A100
William,Riley,Male,26,Libyan,2.55,1.7,2.01,4.2,1A100
Patrick,Baker,Female,23,Tunisian,0.67,1.14,1.44,1.47,3B88
Michael,Cooper,Male,29,Algerian,4.71,1.06,2.51,3.5,2C55
Amanda,Brown,Male,39,Moroccan,3.93,3.78,1.87,4.7,1A100
Theresa,Mendez,Male,18,Malian,2.64,1.92,0.16,0.96,4D20
Henry,Waters,Female,39,Libyan,2.35,4.99,4.63,1.51,3B88
Joan,Gonzales,Male,22,Cameroonian,2.8,4.46,2.37,3.1,1A100
Darlene,Mills,Male,38,Cameroonian,2.47,3.44,2.81,2.65,2C55
Caroline,Garcia,Female,21,Cameroonian,4.2,4.42,0.06,4.76,3B88
Larry,Ryan,Male,39,Cameroonian,1.9,3.17,3.29,0.66,1A100
Gerald,Smith,Male,42,Tunisian,1.34,4.49,0.97,0.4,2C55
Tracy,Gray,Female,33,Senegalese,2.68,0.93,3.17,1.75,2C55
John,Allen,Female,43,Algerian,1.54,1.43,4.2,4.77,3B88
Melinda,Morton,Female,25,Algerian,3.81,0.13,2.54,1.85,3B88
Alexander,Stone,Male,33,Senegalese,4.18,3.64,1.83,2.61,1A100
Jocelyn,Phillips,Female,41,Malian,4.87,0.76,0.15,4.01,3B88
Alexander,Willis,Female,37,Algerian,2.0,3.4,3.37,4.7,3B88
Megan,Robertson,Male,37,Malian,2.48,3.38,0.41,0.01,2C55
Theresa,Gordon,Male,19,Tunisian,2.01,0.67,3.44,3.58,3B88
Kim,Warren,Male,44,Malian,1.57,1.29,2.81,1.53,4D20
Evan,Bell,Male,33,Libyan,0.65,2.44,0.54,1.07,2C55
Joe,Green,Female,29,Libyan,3.63,0.49,2.71,3.88,2C55
Toni,Williams,Female,31,Moroccan,3.37,4.87,2.98,3.52,3B88
Hannah,Chaney,Male,37,Malian,0.76,2.51,4.11,4.1,1A100
Scott,Smith,Male,19,Malian,3.03,4.48,4.17,0.03,4D20
Rachel,Page,Female,41,Libyan,4.39,3.35,2.82,1.17,2C55
George,Lucas,Male,45,Senegalese,0.6,2.02,1.6,2.98,2C55
Nicholas,Reyes,Male,28,Egyptian,0.23,2.0,2.41,1.16,1A100
Cristian,Hayes,Male,22,Algerian,2.93,1.41,4.31,3.09,2C55
Jason,Gallegos,Male,36,Senegalese,3.99,4.02,2.04,4.24,3B88
Bethany,Pratt,Male,42,Tunisian,1.55,3.71,4.27,3.88,3B88
Ian,Vaughn,Female,26,Algerian,3.05,0.76,4.31,2.25,3B88
Danielle,Mcgrath,Female,19,Libyan,1.42,4.83,2.5,2.8,2C55
Charles,Kennedy,Female,34,Cameroonian,0.03,1.05,4.46,3.34,4D20
Kelly,Glenn,Male,44,Egyptian,1.86,0.78,2.27,1.06,4D20
Adam,Chase,Female,45,Cameroonian,1.15,2.33,2.66,1.07,4D20
Kyle,Brown,Male,25,Tunisian,0.11,1.67,3.05,4.5,3B88
Regina,Mercado,Male,31,Moroccan,3.31,3.08,0.17,1.72,2C55
Derrick,Rodriguez,Female,36,Egyptian,0.13,3.19,1.92,2.23,1A100
Maurice,Norris,Female,25,Senegalese,3.02,3.64,2.55,1.51,1A100
Jesse,Mckinney,Male,25,Tunisian,2.18,2.98,0.85,1.42,2C55
Catherine,Hanna,Female,40,Libyan,0.98,0.88,2.93,3.69,1A100
Wendy,Hamilton,Female,41,Algerian,0.51,3.03,1.14,0.79,3B88
Jennifer,Trujillo,Female,37,Algerian,2.16,2.0,4.91,2.5,3B88
Nicholas,Glover,Male,27,Cameroonian,0.01,4.2,1.42,4.97,3B88
Ashley,Romero,Male,37,Moroccan,1.16,4.31,4.1,3.01,3B88
Sean,Smith,Female,31,Senegalese,4.89,4.56,0.95,3.23,3B88
Anna,Melendez,Female,35,Algerian,2.78,4.4,0.11,1.79,4D20
Robert,Glenn,Male,38,Cameroonian,0.05,2.21,1.75,0.86,1A100
Corey,Moore,Female,27,Algerian,3.74,2.5,3.64,2.62,2C55
Meredith,Kemp,Female,31,Moroccan,2.24,1.66,3.53,0.59,2C55
